Candidate,Gender,Party_ID,Party,Acronym,Votes
DRAGIŠA MIRIĆ,M,11,SAMOSTALNA LIBERALNA STRANKA,,219
DRENUSHA ULLURI,F,18,PARTIA DEMOKRATIKE E UNITETIT,,11
DRILON GJOTAJ,M,19,FJALA,,101
DRITA KADRIU,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,4053
DRITA KELMENDI-KUKAJ,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,1878
DRITA MILLAKU,F,25,Lëvizja VETËVENDOSJE!,,6285
DRITON ÇAUSHI,M,25,Lëvizja VETËVENDOSJE!,,10360
DRITON JANIQI,M,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,41
DRITON REXHEPI,M,19,FJALA,,150
DRITON SELMANAJ,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,35307
DRITON TALI,M,25,Lëvizja VETËVENDOSJE!,,2775
DUDA BALJE,F,20,KOALICIJA VAKAT,,2743
DUGAGJIN PALUSHI,M,25,Lëvizja VETËVENDOSJE!,,2016
DUKAGJIN GORANI,M,25,Lëvizja VETËVENDOSJE!,,11624
DŽAVID ALITI,M,22,NOVA DEMOKRATSKA STRANKA,,253
EBRU ZBORÇA,F,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,504
EDI IBRAIMI,M,15,KOSOVAKI  NEVI  ROMANI  PARTIA,,81
EDI PUKA,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,2245
EDIN ISLAMOVIĆ,M,24,KOALICIJA SDA,,21
EDITA SHEHU,F,20,KOALICIJA VAKAT,,75
EDITA TAHIRI,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,3856
EDMIR MISINI,M,1,JEDINSTVENA GORANSKA PARTIJA,,488
EDMOND HALILI,M,19,FJALA,,178
EDONA KASTRATI,F,18,PARTIA DEMOKRATIKE E UNITETIT,,3
EGZON GASHI,M,19,FJALA,,76
EGZON HALITI,M,25,Lëvizja VETËVENDOSJE!,,1420
EGZON MUMXHIU,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,238
EGZONA BAJRAMI,F,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,76
EGZONA HAJDARI,F,18,PARTIA DEMOKRATIKE E UNITETIT,,18
EGZONIT JAKUPI,M,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,533
EJUP BYTYÇI,M,18,PARTIA DEMOKRATIKE E UNITETIT,,7
ELDINA KOJIĆ,F,20,KOALICIJA VAKAT,,130
ELDIS ABAZI,M,20,KOALICIJA VAKAT,,529
ELEZ MORINA,M,18,PARTIA DEMOKRATIKE E UNITETIT,,6
ELFETE SHABANI,F,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,258
ELHAMI SHALA,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,2551
ELLVIR FETAHI,M,22,NOVA DEMOKRATSKA STRANKA,,66
ELMA MIFTARI,F,19,FJALA,,88
ELMAZE NURA,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,2736
ELMI REÇICA,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,18868
ELMIRA PAJAZITI,F,14,PARTIA LIBERALE EGJIPTIANE,,88
ELVIS ŠABANI,M,20,KOALICIJA VAKAT,,276
ELZA SADIKU,F,25,Lëvizja VETËVENDOSJE!,,1145
ELZANA KANDIĆ,F,24,KOALICIJA SDA,,54
EMAN RRAHMANI,M,25,Lëvizja VETËVENDOSJE!,,4071
EMILIJA REDŽEPI,F,22,NOVA DEMOKRATSKA STRANKA,,2156
EMIN GËRBESHI,M,25,Lëvizja VETËVENDOSJE!,,2612
EMIN MUSTAFA,M,26,PARTIA ROME E BASHKUAR E KOSOVËS,,91
EMINE ARIFI,F,18,PARTIA DEMOKRATIKE E UNITETIT,,19
EMINE MURTEZI,F,14,PARTIA LIBERALE EGJIPTIANE,,133
EMIR ABDULAHI,M,20,KOALICIJA VAKAT,,96
EMONA SAHITI,F,19,FJALA,,42
EMRUSH XHEMAJLI,M,25,Lëvizja VETËVENDOSJE!,,2589
ENEIDA KELMENDI,F,19,FJALA,,989
ENES ŠERIFI,M,1,JEDINSTVENA GORANSKA PARTIJA,,80
ENIS HARADINI,M,24,KOALICIJA SDA,,98
ENIS KERVAN,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,1460
ENVER GASHI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,2707
ENVER HOTI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,9182
ENVER HOXHAJ,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,24396
ENVER QUNAJ,M,18,PARTIA DEMOKRATIKE E UNITETIT,,3
EQREM SERTOLLI,M,18,PARTIA DEMOKRATIKE E UNITETIT,,6
ERDEMINA HADŽIĆ,F,24,KOALICIJA SDA,,60
ERGIN BUNJAKU,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,396
ERGİN SUNGURİ,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,480
ERKİN HALÇE,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,178
ERMIN RAMA,M,20,KOALICIJA VAKAT,,249
ERMINA JONUZI SAITI,F,22,NOVA DEMOKRATSKA STRANKA,,252
ERMINA ŠABANI,F,22,NOVA DEMOKRATSKA STRANKA,,329
ERNESTA ASLANI,F,22,NOVA DEMOKRATSKA STRANKA,,166
EROL ŞIŞKO,M,23,KOSOVA TÜRK ADALET PARTISI,,183
EROLL ZEKERIJA,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,332
ERSAN ALI,M,1,JEDINSTVENA GORANSKA PARTIJA,,209
ERTAN SİMİTÇİ,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,2259
ERZEN KRASNIQI,M,25,Lëvizja VETËVENDOSJE!,,3510
ESADA REDŽEPI,F,21,GI. ZA PROSPERITET KOSOVA,,9
ESMERALDA ŠABANI,F,20,KOALICIJA VAKAT,,249
ESMERANDA BERISHA OSMANAJ,F,14,PARTIA LIBERALE EGJIPTIANE,,8
ESMIN BAJRAMI,M,22,NOVA DEMOKRATSKA STRANKA,,173
EŠREF ISLAMOVIĆ,M,24,KOALICIJA SDA,,62
ETEM ARIFI,M,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,1211
ETNIK BERISHA,M,19,FJALA,,376
EVGJENI THAÇI DRAGUSHA,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,9473
FADIL ALIU,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,2841
FADIL BEKA,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,9234
FADIL FAZLIU,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,5074
FADIL GASHI,M,4,G I EROMENDJE ALTERNATIVA,,35
FADIL PODRIMJA,M,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,165
FARIDIN TAIRI,M,20,KOALICIJA VAKAT,,331
FARIS APUK,M,22,NOVA DEMOKRATSKA STRANKA,,37
FARUK MUJKA,M,25,Lëvizja VETËVENDOSJE!,,3831
FARUK NURA,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,5269
FARUK RAMAJ,M,14,PARTIA LIBERALE EGJIPTIANE,,42
FATIMA VELIJA,F,20,KOALICIJA VAKAT,,474
FATIME DUBOVA,F,14,PARTIA LIBERALE EGJIPTIANE,,4
FATJONA BERISHA,F,19,FJALA,,99
FATLIND SHEHU,M,18,PARTIA DEMOKRATIKE E UNITETIT,,28
FATLUM KRASNIQI,M,19,FJALA,,373
FATMIR HUMOLLI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,4927
FATMIR KRYEZIU,M,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,48
FATMIR LIMAJ,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,31431
FATMIR SMAJLI,M,19,FJALA,,1667
FATMIR XHELILI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,13825
FATMIRE KOLLÇAKU,F,25,Lëvizja VETËVENDOSJE!,,7615
FATON BEKA,M,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,135
FATON PECI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,4225
FATON RAMADANI,M,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,83
FATON SHABIU,M,19,FJALA,,134
FATON TOPALLI,M,25,Lëvizja VETËVENDOSJE!,,9136
FATOS ISMAJLI,M,19,FJALA,,128
FEDA DERVİŞ,F,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,350
FEHMI BIKLIQI,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,47
FERAT GASHI,M,26,PARTIA ROME E BASHKUAR E KOSOVËS,,41
FERDI REDŽEPI,M,20,KOALICIJA VAKAT,,140
FERDIN DAUTOVIĆ,M,20,KOALICIJA VAKAT,,94
FERIT AZIZOVIĆ,M,20,KOALICIJA VAKAT,,285
FERKI SHALA,M,19,FJALA,,1057
FETA MULA,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,309
FIDAN ADEMI,M,25,Lëvizja VETËVENDOSJE!,,2030
FIDAN FEKA,M,25,Lëvizja VETËVENDOSJE!,,1636
FİDAN JILTA,F,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,2408
FIDAN MUSLIJAJ,M,14,PARTIA LIBERALE EGJIPTIANE,,78
FIDAN MUSTAFA,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,2083
FIDAN REKALIU,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,9085
FIDAN STRELLCI,M,10,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,74
FIKMETE QURKOLLI,F,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,14
FIKRET ÇOROGLLI,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,84
FIKRET SEZAIRI,M,20,KOALICIJA VAKAT,,438
FİKRİ ŞİŞKO,M,23,KOSOVA TÜRK ADALET PARTISI,,208
FİKRİM DAMKA,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,2980
FISNIK ISMAILI,M,25,Lëvizja VETËVENDOSJE!,,17017
FITIM SELIMI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,3964
FITORE ALIU,F,19,FJALA,,137
FITORE GECI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,4441
FITORE PACOLLI-DALIPI,F,25,Lëvizja VETËVENDOSJE!,,5700
FIZIJA MUSTAFI,F,20,KOALICIJA VAKAT,,73
FJOLLA KURTI,F,10,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,80
FLAMUR GOZA,M,10,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,55
FLAMUR MARGATAJ,M,18,PARTIA DEMOKRATIKE E UNITETIT,,44
FLAMUR RAÇI,M,19,FJALA,,51
FLAMUR RAMADANI,M,18,PARTIA DEMOKRATIKE E UNITETIT,,10
FLORA BROVINA,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,7566
FLORIK HAXHIKADRIJA,M,19,FJALA,,2019
FLORIM BAJRAMI,M,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,297
FLORIN HALILI,M,19,FJALA,,186
FLORINDA ABDULLAHU,F,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,24
FLUTRA BEKTASHI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,754
FRASHËR KRASNIQI,M,25,Lëvizja VETËVENDOSJE!,,7237
FURKANDA AVDO,F,15,KOSOVAKI  NEVI  ROMANI  PARTIA,,28
GANI DRESHAJ,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,9180
GANI ELSHANI,M,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,191
GANI KRASNIQI,M,25,Lëvizja VETËVENDOSJE!,,4164
GANIMETE KRASNIQI,F,14,PARTIA LIBERALE EGJIPTIANE,,4
GANIMETE KRASNIQI,F,19,FJALA,,34
GANIMETE MUSLIU,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,11706
GAZMEND ABRASHI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,8109
GAZMEND PËRVETICA,M,19,FJALA,,75
GAZMOND HAXHIFEJZULLAHI,M,19,FJALA,,39
GENTIANA KRASNIQI BEHLULI,F,19,FJALA,,192
GENTIANA OSMANAJ,F,18,PARTIA DEMOKRATIKE E UNITETIT,,7
GENTIANE BERISHA,F,18,PARTIA DEMOKRATIKE E UNITETIT,,3
GENTRIT RAMADANI,M,18,PARTIA DEMOKRATIKE E UNITETIT,,12
GËZIM DEVOLLI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,2617
GËZIM HAJDARI,M,18,PARTIA DEMOKRATIKE E UNITETIT,,32
GËZIM KELMENDI,M,19,FJALA,,6170
GËZIM QELAJ,M,18,PARTIA DEMOKRATIKE E UNITETIT,,28
GINERA AVDIJA,F,7,POKRET ZA GORA,,104
GJEJLAN JAHIROVIQ,F,4,G I EROMENDJE ALTERNATIVA,,27
GJON KEKA,M,18,PARTIA DEMOKRATIKE E UNITETIT,,23
GJYZEL SHALIJANI,F,26,PARTIA ROME E BASHKUAR E KOSOVËS,,139
GLAUK KONJUFCA,M,25,Lëvizja VETËVENDOSJE!,,30573
GOJKO DEJANOVIĆ,M,21,GI. ZA PROSPERITET KOSOVA,,6
GORAN MARINKOVIĆ,M,11,SAMOSTALNA LIBERALNA STRANKA,,805
GORDANA BLANUŠA,F,8,PROGRESIVNA DEMOKRATSKA STRANKA,,124
GRANIT GRUDA,M,19,FJALA,,251
GÜNAY SPAHI,M,23,KOSOVA TÜRK ADALET PARTISI,,286
GYLSHEN CACA,F,26,PARTIA ROME E BASHKUAR E KOSOVËS,,131
GZIM JAHIROVIQ,M,4,G I EROMENDJE ALTERNATIVA,,71
HABIB GASHI,M,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,64
HABIBA BUŠEVAC,F,22,NOVA DEMOKRATSKA STRANKA,,84
HAČIMA NEŠKOVIĆ,F,5,GRAĐANSKA INICIJATIVA GORE,,25
HAFIZE HAJDINI,F,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,319
HAJDAR BEQA,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,10114
HAJNUR ABO,M,22,NOVA DEMOKRATSKA STRANKA,,232
HAJRADIN MUSLIJA,M,22,NOVA DEMOKRATSKA STRANKA,,79
HAJREDIN KUÇI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,7999
HAJRUDIN HODŽA,M,7,POKRET ZA GORA,,236
HAKI DEMOLLI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,6843
HAKİ RAŞTANA,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,651
HALID KARADOLAMI,M,22,NOVA DEMOKRATSKA STRANKA,,239
HALIL KERELLAJ,M,14,PARTIA LIBERALE EGJIPTIANE,,164
HALIL MATOSHI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,4568
HALIM MUÇOLLI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,2759
HAMDI NRECAJ,M,18,PARTIA DEMOKRATIKE E UNITETIT,,18
HAMIT GASHI,M,19,FJALA,,173
HAMZA BALJE,M,20,KOALICIJA VAKAT,,483
HANA HOXHA,F,19,FJALA,,48
HANUMSHA DALIPI,F,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,34
HASAN DOGANI,M,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,161
HASAN PRETENI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,1050
HASIM SHTËRBANI,M,19,FJALA,,509
HATIDZE OSMANI,F,15,KOSOVAKI  NEVI  ROMANI  PARTIA,,31
HATIXHE HOXHA,F,25,Lëvizja VETËVENDOSJE!,,2470
HATIXHE LATIFI- PUPOVCI,F,25,Lëvizja VETËVENDOSJE!,,2141
HAVA KONGJELI,F,14,PARTIA LIBERALE EGJIPTIANE,,8
HAVA REXHEPI,F,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,113
HAXHI AVDYLI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,8609
HAXHI SHALA,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,12776
HAZIR BOROVCI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,2745
HEVZİ MAZREK,M,23,KOSOVA TÜRK ADALET PARTISI,,105
HILMO KANDIĆ,M,24,KOALICIJA SDA,,272
HISEN KRASNIQI,M,18,PARTIA DEMOKRATIKE E UNITETIT,,10
HRISTINA KOSTIC,F,11,SAMOSTALNA LIBERALNA STRANKA,,355
HUSNIJA BEŠKOVIĆ,M,22,NOVA DEMOKRATSKA STRANKA,,142
HÜSNİYE KORO,F,23,KOSOVA TÜRK ADALET PARTISI,,136
HYDAJET HYSENI KALOSHI,M,25,Lëvizja VETËVENDOSJE!,,5330
HYKA KERELLAJ,F,14,PARTIA LIBERALE EGJIPTIANE,,10
HYKMETE BAJRAMI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,7212
HYRIE VELIU,F,25,Lëvizja VETËVENDOSJE!,,995
HYRMET CELINA,F,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,277
HYSEN DURMISHI,M,25,Lëvizja VETËVENDOSJE!,,3475
HYSNI GËRGURI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,4314
IDRIZ MURTEZI,M,14,PARTIA LIBERALE EGJIPTIANE,,237
IFETA JAKUPI,F,24,KOALICIJA SDA,,55
IGOR SIMIĆ,M,12,GRAĐANSKA INICIJATIVA SRPSKA LISTA,,13000
ILHAN RAMA,M,22,NOVA DEMOKRATSKA STRANKA,,238
ILIR BERISHA,M,19,FJALA,,147
ILIR DEDA,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,15569
ILIRJANE GAFURI,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,2151
IMER DIBRANI,M,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,74
IMET RRAHMANI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,7272
INDRA JASHARI,F,26,PARTIA ROME E BASHKUAR E KOSOVËS,,54
IRFAN DŽOGOVIĆ,M,20,KOALICIJA VAKAT,,89
ISA AGUSHI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,4373
ISA ČOKO,M,20,KOALICIJA VAKAT,,258
ISA OSMANI,M,14,PARTIA LIBERALE EGJIPTIANE,,231
ISA XHEMAJLAJ,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,3884
ISAK SINANI,M,19,FJALA,,131
ISLAM PACOLLI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,8090
ISLAM RRUSTEMAJ,M,19,FJALA,,44
ISMAJL KURTESHI,M,25,Lëvizja VETËVENDOSJE!,,9046
ISMET BEQIRI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,8666
ISMET HAJDINI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,1380
ISMET HAMITI,M,25,Lëvizja VETËVENDOSJE!,,1571
ISNI KILAJ,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,7414
ISUF BERISHA,M,14,PARTIA LIBERALE EGJIPTIANE,,173
IVAN DIMIĆ,M,13,NAPREDNA SNAGA KOSOVA,,44
IVAN LUKIĆ,M,21,GI. ZA PROSPERITET KOSOVA,,8
IVAN STANKOVIĆ,M,17,PARTIJA KOSOVSKIH SRBA-AKTIVNA GRAĐANSKA INICIJATIVA,,56
IVANA MILIĆ,F,13,NAPREDNA SNAGA KOSOVA,,49
IZET GËRGURI,M,19,FJALA,,167
IZUDIN SAGDATI,M,22,NOVA DEMOKRATSKA STRANKA,,197
