id,Party_ID,Party,Votes,Municipality
19,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,209,Prishtinë
19,46,NOVA DEMOKRATSKA STRANKA,8,Prishtinë
19,47,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,17,Prishtinë
19,35,LËVIZJA VETËVENDOSJE!,20968,Prishtinë
19,36,KOALICIJA VAKAT,141,Prishtinë
19,37,PARTIA E FORTË,372,Prishtinë
19,38,SRPSKA LISTA,249,Prishtinë
19,39,POKRET ZA DEMOKRATSKI PROSPERITET,34,Prishtinë
19,40,ALEANCA KOSOVA E RE,7649,Prishtinë
19,41,SOCIJALDEMOKRATIJA,25,Prishtinë
19,42,KOSOVAKI NEVI ROMANI PARTIA,10,Prishtinë
19,43,BOŠNJAČKA JEDINSTVENA LISTA,22,Prishtinë
19,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,5297,Prishtinë
19,45,HASAN GASHI,105,Prishtinë
19,50,STRANKA DEMOKRATSKE AKCIJE,35,Prishtinë
19,51,CENTAR DEMOKRATSKE UNIJE,12,Prishtinë
19,48,KOALICIJA ZA GORA,18,Prishtinë
19,49,PARTIA E ASHKALINJEVE PER INTEGRIM,19,Prishtinë
2,31,PARTIA LIBERALE EGJIPTIANE,378,Gjakovë
2,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,184,Gjakovë
2,36,KOALICIJA VAKAT,54,Gjakovë
2,37,PARTIA E FORTË,76,Gjakovë
2,38,SRPSKA LISTA,3,Gjakovë
2,39,POKRET ZA DEMOKRATSKI PROSPERITET,9,Gjakovë
2,40,ALEANCA KOSOVA E RE,6545,Gjakovë
2,41,SOCIJALDEMOKRATIJA,14,Gjakovë
2,42,KOSOVAKI NEVI ROMANI PARTIA,49,Gjakovë
2,43,BOŠNJAČKA JEDINSTVENA LISTA,14,Gjakovë
2,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,10000,Gjakovë
2,45,HASAN GASHI,40,Gjakovë
2,33,PROGRESIVNA DEMOKRATSKA STRANKA,2,Gjakovë
2,34,PARTIA ROME E BASHKUAR E KOSOVËS,41,Gjakovë
2,35,LËVIZJA VETËVENDOSJE!,5984,Gjakovë
2,49,PARTIA E ASHKALINJEVE PER INTEGRIM,25,Gjakovë
2,50,STRANKA DEMOKRATSKE AKCIJE,16,Gjakovë
2,51,CENTAR DEMOKRATSKE UNIJE,4,Gjakovë
2,52,KOSOVA TÜRK ADALET PARTISI,25,Gjakovë
