Candidate,Gender,Party_ID,Party,Acronym,Votes
MIRJETA PEÇANI,F,111,Iniciativa e Re Demokratike e Kosovës,IRDK,173
MIRLINDA HOTI,F,136,Partia Liberale Egjiptiane,PLE,111
MIRLINDA SADIKU,F,121,Nisma Socialdemokrate,NISMA,330
MIRLINDA SADIKU,F,127,Lëvizja VETËVENDOSJE!,LV,7985
MIRLINDA SELMANI,F,121,Nisma Socialdemokrate,NISMA,462
MIRLINDA SOPI KRASNIQI,F,132,Lidhja Demokratike e Kosovës,LDK,2765
MIRLINDË KIKAJ,F,136,Partia Liberale Egjiptiane,PLE,57
MIRSAD BERISHA,M,136,Partia Liberale Egjiptiane,PLE,454
MIRSAD MURATI,M,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,258
MIRSAD SHKRETA,M,127,Lëvizja VETËVENDOSJE!,LV,7370
MIRSAD SYLEJMANI,M,132,Lidhja Demokratike e Kosovës,LDK,3608
MIRZA PEPIĆ,M,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,103
MIRZET DŽOGOVIĆ,M,113,Koalicija VAKAT,VAKAT,519
MUAMER JAKUPI,M,138,FJALA,FJALA,80
MUAMERA DAZDAREVIĆ RADONČIĆ,F,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,1365
MUFERA SRBICA ŞINIK,F,112,Kosova Demokratik Türk Partisi,KDTP,2010
MUHAMED HAZIRI,M,116,Lëvizja për Bashkëveprim,LpB,38
MUHAMET BALIU,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,24
MUHAMET GUBETINI,M,134,Partia Demokratike e Kosovës,PDK,3617
MUHAMET PAÇKOL,M,116,Lëvizja për Bashkëveprim,LpB,72
MUHAMET SHALAJ,M,121,Nisma Socialdemokrate,NISMA,475
MUHAREM DURMIĆ,M,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,729
MUHAREM SVARQA,M,132,Lidhja Demokratike e Kosovës,LDK,3336
MUHARREM ASLLANI,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,518
MURAT ĆUFTA,M,137,Jedinstvena Goranska Partija,JGP,80
MURSEL GASHI,M,130,Partia e Ashkalinjëve për Integrim,PAI,43
MUSA DRAGAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,411
MUSA KRASNIQI,M,138,FJALA,FJALA,204
MUSA SINANAJ,M,130,Partia e Ashkalinjëve për Integrim,PAI,14
MUSLI GUCATI,M,134,Partia Demokratike e Kosovës,PDK,2730
MUSTAFA BERISHA,M,116,Lëvizja për Bashkëveprim,LpB,53
MUSTAFË HOXHA,M,121,Nisma Socialdemokrate,NISMA,307
MYBERA MUSTAFA,F,132,Lidhja Demokratike e Kosovës,LDK,1393
MYRVETE SALIHU,F,138,FJALA,FJALA,9
NAGJIJE GRADINA,F,124,Romani Iniciyativa,RI,351
NAİL PİNDUK,M,112,Kosova Demokratik Türk Partisi,KDTP,268
NAIM MUSLIU,M,134,Partia Demokratike e Kosovës,PDK,2315
NAIM RAMIZI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,853
NAIM REXHEPI,M,116,Lëvizja për Bashkëveprim,LpB,61
NASER BAJRAMI,M,116,Lëvizja për Bashkëveprim,LpB,8
NASER GASHI,M,121,Nisma Socialdemokrate,NISMA,823
NASER ITAJ,M,136,Partia Liberale Egjiptiane,PLE,45
NASIBE BAJRAMI,F,130,Partia e Ashkalinjëve për Integrim,PAI,229
NASUF BEJTA,M,127,Lëvizja VETËVENDOSJE!,LV,5763
NAXHIM KRAKAJ,M,116,Lëvizja për Bashkëveprim,LpB,447
NAZLIE ADEMI,F,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,15
NAZLIE BALA,F,127,Lëvizja VETËVENDOSJE!,LV,1936
NAZMI IBERDEMAJ,M,132,Lidhja Demokratike e Kosovës,LDK,1174
NAZMIJE RAMADANI,F,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,8
NDERIM SEJDIU,M,138,FJALA,FJALA,94
NEBAHATE KURTESHI,F,130,Partia e Ashkalinjëve për Integrim,PAI,3
NEDŽIP ŠEMSIDINI,M,122,Koalicija Zajeno,KZ,43
NEDŽMIDIN SEJDILAR,M,122,Koalicija Zajeno,KZ,195
NEGJMIJE SADIKU,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,211
NEHAT ADEMI,M,121,Nisma Socialdemokrate,NISMA,392
NEIM SAHTIJARI,M,137,Jedinstvena Goranska Partija,JGP,65
NENAD RADENKOVIĆ,M,119,Srpska Lista,SL,1023
NERMIN MEMOVIĆ,M,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,115
NERMINA ALITI HAMELI,F,131,Nova Demokratska Stranka,NDS,108
NEXHAT KURTI,M,124,Romani Iniciyativa,RI,191
NEXHIBE BAJRAMI,F,116,Lëvizja për Bashkëveprim,LpB,33
NEXHMEDIN SHABANAJ,M,130,Partia e Ashkalinjëve për Integrim,PAI,32
NEZIR ÇOÇAJ,M,134,Partia Demokratike e Kosovës,PDK,7919
NIHAD BAJRAMI,M,125,Socialdemokratska Unija,SDU,76
NIJAZI ISAKU,M,127,Lëvizja VETËVENDOSJE!,LV,13681
NIKOLL PERKOVIC,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,308
NISTRET TATARI,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,169
NITA BAKALLI ISTREFI,F,127,Lëvizja VETËVENDOSJE!,LV,1715
NUHI BAJRAMI,M,130,Partia e Ashkalinjëve për Integrim,PAI,129
NUREDIN IBISHI,M,132,Lidhja Demokratike e Kosovës,LDK,3638
NURIJE BALIU,F,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,10
NURIJE SHALA,F,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,95
NUSRET SALIJAJ,M,136,Partia Liberale Egjiptiane,PLE,89
NYSRET BERISHA,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,32
ODA PODRIMÇAKU,F,120,Partia Balliste,PB,49
OLIVERA ZDRAVKOVIĆ,F,119,Srpska Lista,SL,1276
OMER DACIĆ,M,113,Koalicija VAKAT,VAKAT,214
ONUR CANHASİ,M,114,Yenilikçi Türk Hareket Partisi,YTHP,448
ONUR ŞEKERCİ,M,114,Yenilikçi Türk Hareket Partisi,YTHP,270
ORGES TAFILAJ,M,127,Lëvizja VETËVENDOSJE!,LV,3507
ORHAN GALUSH,M,126,Kosovaki Nevi Romani Partia,KNRP,285
ORHAN KURTESHI,M,124,Romani Iniciyativa,RI,233
OSMAN BERISHA,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,106
OSMAN DŽUDŽEVIĆ,M,133,Naša Inicijativa,NAŠA,431
PAJAZIT PODRIMÇAKU,M,120,Partia Balliste,PB,81
PAJTIM DURMISHI,M,121,Nisma Socialdemokrate,NISMA,447
PAKIZE BUJANI,F,130,Partia e Ashkalinjëve për Integrim,PAI,322
PAL LEKAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,6612
PETRIT HAJDARI,M,134,Partia Demokratike e Kosovës,PDK,7835
PRANVERA EJUPI HAJZERAJ,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,1405
PRANVERA MEROVCI,F,134,Partia Demokratike e Kosovës,PDK,1706
PREMTIM BURNIKI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,395
QAMIL AVDO,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,50
QAZIM QESKA,M,134,Partia Demokratike e Kosovës,PDK,1875
QENDRESA ADEMI,F,116,Lëvizja për Bashkëveprim,LpB,237
QËNDRIM SELIMI,M,132,Lidhja Demokratike e Kosovës,LDK,513
QIBRIJE HOXHA,F,132,Lidhja Demokratike e Kosovës,LDK,397
RADA TRAJKOVIĆ,F,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,595
RADOŠ MIHAJLOVIĆ,M,119,Srpska Lista,SL,1225
RAFIT KURTIŠI,M,113,Koalicija VAKAT,VAKAT,208
RAGIP KRASNIQI,M,136,Partia Liberale Egjiptiane,PLE,84
RAHELA IBRAIMI,F,137,Jedinstvena Goranska Partija,JGP,137
RAIMONDA KRASNIQI,F,134,Partia Demokratike e Kosovës,PDK,3550
RAMADUSH LIMANI,M,116,Lëvizja për Bashkëveprim,LpB,409
RAMË BERISHA,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,33
RAMË LIKAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,4870
RAMË VATAJ,M,134,Partia Demokratike e Kosovës,PDK,4664
RAMË ZEQIRI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,397
RAMIZ KELMENDI,M,134,Partia Demokratike e Kosovës,PDK,4585
RAMIZ RAMADANI,M,132,Lidhja Demokratike e Kosovës,LDK,4428
RAMIZE SHABANI,F,111,Iniciativa e Re Demokratike e Kosovës,IRDK,25
RAMKA ZENUNI,F,122,Koalicija Zajeno,KZ,13
RAMUSH HARADINAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,41371
RASHIT QALAJ,M,134,Partia Demokratike e Kosovës,PDK,9160
RASIM KRASNIQ,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,276
RASIM RIZAHI,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,285
RASIM SELMANAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,5267
REDŽEP KAMBERI,M,122,Koalicija Zajeno,KZ,195
REJHAN ABDI,M,131,Nova Demokratska Stranka,NDS,174
REJHAN MUSTAFI,M,125,Socialdemokratska Unija,SDU,280
REJHAN SAGDATI,M,133,Naša Inicijativa,NAŠA,172
REMZI MEHMETI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,804
REMZIJE ARIFI,F,130,Partia e Ashkalinjëve për Integrim,PAI,3
RESHAT GASHI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,250
RESMIJE BYTYÇI,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,1274
RESUL MAKRESHI,M,130,Partia e Ashkalinjëve për Integrim,PAI,868
REXHEP HYSENI,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,70
REXHEP KADRIU,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,3633
RIALDA AVDI,F,124,Romani Iniciyativa,RI,109
RIFAT RRUSTEMI,M,121,Nisma Socialdemokrate,NISMA,268
RIFAT SYLEJMANI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,1451
RINOR KELMENDI,M,138,FJALA,FJALA,149
RITA SPAHIU,F,132,Lidhja Demokratike e Kosovës,LDK,2381
RIZA KRIJEZI,M,124,Romani Iniciyativa,RI,261
ROZETA HAJDARI,F,127,Lëvizja VETËVENDOSJE!,LV,11207
RRAHMAN JAKUPI,M,134,Partia Demokratike e Kosovës,PDK,4431
RREZARTA KRASNIQI,F,132,Lidhja Demokratike e Kosovës,LDK,5529
RREZE DULI,F,127,Lëvizja VETËVENDOSJE!,LV,2910
RREZOFAT AZEMI,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,438
RRITFORT VITIJA,M,138,FJALA,FJALA,38
RRUSTEM BERISHA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,3291
RRUSTEM LETI,M,127,Lëvizja VETËVENDOSJE!,LV,4953
RRUSTEM MUSA,M,134,Partia Demokratike e Kosovës,PDK,7900
RUKIJE KARAMONI,F,117,Partia Rome e Bashkuar e Kosovës,PREBK,27
RUZHDI KURTISHAJ,M,134,Partia Demokratike e Kosovës,PDK,3700
RUZHDI MATOSHI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,1021
SABEDIN BERISHA,M,132,Lidhja Demokratike e Kosovës,LDK,652
SABEDIN VISHI,M,134,Partia Demokratike e Kosovës,PDK,4428
SABINA BERISHA,F,111,Iniciativa e Re Demokratike e Kosovës,IRDK,166
SABINA DANA,F,131,Nova Demokratska Stranka,NDS,327
SABRI MICAJ,M,121,Nisma Socialdemokrate,NISMA,1129
SABRIE VELIU,F,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,124
SABRIJA NIKOQEVIQ,F,125,Socialdemokratska Unija,SDU,51
SABRIJE DRANÇOLLI,F,132,Lidhja Demokratike e Kosovës,LDK,769
SADETA EMINOVIĆ,F,131,Nova Demokratska Stranka,NDS,163
SADIK DELIQI,M,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,598
SADIK HALITJAHA,M,134,Partia Demokratike e Kosovës,PDK,3117
SADIKA KOFRC,F,125,Socialdemokratska Unija,SDU,447
SAFETE MALIQI QORMEMETI,F,134,Partia Demokratike e Kosovës,PDK,1307
SAJRA SHAJKOVCI,F,133,Naša Inicijativa,NAŠA,85
SALAJDIN FANAJ,M,132,Lidhja Demokratike e Kosovës,LDK,3011
SALEM HALITI,M,133,Naša Inicijativa,NAŠA,140
SALI ASLLANAJ,M,132,Lidhja Demokratike e Kosovës,LDK,4737
SALI BERISHA,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,291
SALIH MORINA,M,132,Lidhja Demokratike e Kosovës,LDK,3457
SALIH ZYBA,M,127,Lëvizja VETËVENDOSJE!,LV,10350
SAMET DALIPI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,415
SAMI ARIFI,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,133
SAMI HOXHA,M,134,Partia Demokratike e Kosovës,PDK,2811
SAMI TUTAJ,M,116,Lëvizja për Bashkëveprim,LpB,34
SAMRA ILIJAZI,F,131,Nova Demokratska Stranka,NDS,655
SANEL HALILOVIC,M,113,Koalicija VAKAT,VAKAT,197
SANELA PAJAZITI,F,122,Koalicija Zajeno,KZ,75
SARANDA BOGUJEVCI,F,127,Lëvizja VETËVENDOSJE!,LV,26389
SARANDA MUSLIU,F,132,Lidhja Demokratike e Kosovës,LDK,4337
SEAT BILIBANI,M,131,Nova Demokratska Stranka,NDS,180
SEDAD DŽAFERI,M,113,Koalicija VAKAT,VAKAT,216
SEFER TUDŽARI,M,122,Koalicija Zajeno,KZ,62
ŠEILA REDŽEPAGIĆ,F,133,Naša Inicijativa,NAŠA,47
SEJDI HOXHA,M,134,Partia Demokratike e Kosovës,PDK,7379
SEJFIJA ADEMI,M,133,Naša Inicijativa,NAŠA,230
ŠEJLA ARIFI,F,131,Nova Demokratska Stranka,NDS,382
ŠEJVAT LJAJKO,M,137,Jedinstvena Goranska Partija,JGP,107
SELAMI MAJIQ,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,313
SELDIN JELMAZI,M,122,Koalicija Zajeno,KZ,153
SELIM DŽOGOVIĆ,M,131,Nova Demokratska Stranka,NDS,171
SELIM SELIMI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,3558
SEMIJA VEJAPI,F,122,Koalicija Zajeno,KZ,27
ŠEMSA FERIZI,F,131,Nova Demokratska Stranka,NDS,59
SENIJA ILJIJAZI,F,113,Koalicija VAKAT,VAKAT,238
SERVETE MAMUSHA,F,111,Iniciativa e Re Demokratike e Kosovës,IRDK,38
SEVDI DERNJANI,M,134,Partia Demokratike e Kosovës,PDK,1185
SEVGJAN GASHI,F,136,Partia Liberale Egjiptiane,PLE,28
SEVIL KAZAZI,F,112,Kosova Demokratik Türk Partisi,KDTP,1503
SEVIL KISERI,M,131,Nova Demokratska Stranka,NDS,99
SHABAN KASTRATI,M,134,Partia Demokratike e Kosovës,PDK,2477
SHADIL BERISHA,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,42
SHEFKET KOLGECI,M,132,Lidhja Demokratike e Kosovës,LDK,3216
SHEFKI GASHI,M,132,Lidhja Demokratike e Kosovës,LDK,1742
SHEFQET DINAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,965
SHEFQET SHEHU,M,132,Lidhja Demokratike e Kosovës,LDK,2333
SHEMSEDIN DRESHAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,6463
SHENAJ SHALA,F,127,Lëvizja VETËVENDOSJE!,LV,2152
SHENOLL ÇYLANXHI,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,70
SHERIF KRASNIQI,M,121,Nisma Socialdemokrate,NISMA,547
SHKELQIM MILLAKU,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,1399
SHKELZEN BERISHA,M,136,Partia Liberale Egjiptiane,PLE,100
SHKELZEN HAJDINI,M,132,Lidhja Demokratike e Kosovës,LDK,4778
SHKELZEN HOTI,M,116,Lëvizja për Bashkëveprim,LpB,49
SHKËMB MANAJ,M,132,Lidhja Demokratike e Kosovës,LDK,6463
SHKUMBIN DEMALIAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,5480
SHKUMBIN GASHI,M,132,Lidhja Demokratike e Kosovës,LDK,7259
SHKURTE BERISHA,F,121,Nisma Socialdemokrate,NISMA,95
SHKURTE SEJDIU,F,138,FJALA,FJALA,183
SHPEJTIM ARIFI,M,127,Lëvizja VETËVENDOSJE!,LV,3314
SHPEJTIM MULAJ,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,101
SHPETIM SOJEVA,M,132,Lidhja Demokratike e Kosovës,LDK,1492
SHPRESA SHALLCI,F,121,Nisma Socialdemokrate,NISMA,85
SHPRESA ZEQIRAJ,F,121,Nisma Socialdemokrate,NISMA,111
SHQIPE ISUFI,F,127,Lëvizja VETËVENDOSJE!,LV,7481
SHQIPE MEHMETI SELIMI,F,127,Lëvizja VETËVENDOSJE!,LV,18562
SHQIPE ZOGU,F,134,Partia Demokratike e Kosovës,PDK,4328
SHUKRIJE BERISHA,F,121,Nisma Socialdemokrate,NISMA,491
SHUKRIJE BYTYQI,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,1260
SHYHRETE VOJVODA ALUSHI,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,384
SHYQYRI PECI,M,121,Nisma Socialdemokrate,NISMA,208
SKENDER BIKLIÇI,M,112,Kosova Demokratik Türk Partisi,KDTP,99
SKENDER KANDIĆ,M,131,Nova Demokratska Stranka,NDS,276
SKENDER QORRI,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,215
SKENDER REÇICA,M,121,Nisma Socialdemokrate,NISMA,2337
SKENDER UKAJ,M,134,Partia Demokratike e Kosovës,PDK,4401
SLAVIŠA PETKOVIĆ,M,118,Srpski Demokratski Savez,SDS,148
SLAVKO SIMIĆ,M,119,Srpska Lista,SL,19728
SOKOL BYTYÇI,M,121,Nisma Socialdemokrate,NISMA,375
SOKOL KOKOLLARI,M,121,Nisma Socialdemokrate,NISMA,55
SONITA KAPLLANI,F,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,314
ŠPRESA MURATI,F,113,Koalicija VAKAT,VAKAT,313
SRBOLJUB ANDREJEVIĆ,M,118,Srpski Demokratski Savez,SDS,110
SUANITA VRAGOVIQ,F,117,Partia Rome e Bashkuar e Kosovës,PREBK,137
SUHAT ADEMI,M,136,Partia Liberale Egjiptiane,PLE,649
SUNAJ GARIPI,M,124,Romani Iniciyativa,RI,199
SUNAJ PRIZRENI,F,117,Partia Rome e Bashkuar e Kosovës,PREBK,18
SVETISLAV JOKIĆ,M,119,Srpska Lista,SL,442
SYLË HOXHA,M,132,Lidhja Demokratike e Kosovës,LDK,2767
SYLEJMAN ÇERKEZI,M,134,Partia Demokratike e Kosovës,PDK,1521
TEUTA HAXHIU,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,3654
TIME KADRIJAJ,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,6790
TINKA KURTI,F,127,Lëvizja VETËVENDOSJE!,LV,9130
TUANETA REXHA,F,130,Partia e Ashkalinjëve për Integrim,PAI,13
TYRKAN MENEKSHE,F,117,Partia Rome e Bashkuar e Kosovës,PREBK,22
UKË OSAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,965
UKSHIN TEPEKU,M,116,Lëvizja për Bashkëveprim,LpB,64
URAN HALIMI,M,127,Lëvizja VETËVENDOSJE!,LV,3301
URAN ISMAILI,M,134,Partia Demokratike e Kosovës,PDK,26716
UZAIR HAMZA,M,113,Koalicija VAKAT,VAKAT,494
VALBON MURSELAJ,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,36
VALBONE HALITI,F,116,Lëvizja për Bashkëveprim,LpB,25
VALBONE KRYEZIU,F,130,Partia e Ashkalinjëve për Integrim,PAI,2
VALDET HOXHA,M,132,Lidhja Demokratike e Kosovës,LDK,2143
VALDET JANUZAJ,M,127,Lëvizja VETËVENDOSJE!,LV,5743
VALDETE BEKTESHI,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,311
VALDETE IDRIZI,F,134,Partia Demokratike e Kosovës,PDK,4756
VALDETE SADRIJI,F,121,Nisma Socialdemokrate,NISMA,210
VALENTINA BAJRAMI,F,121,Nisma Socialdemokrate,NISMA,786
VALENTINA BUNJAKU-REXHEPI,F,132,Lidhja Demokratike e Kosovës,LDK,5777
VALMIR RAMA,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,392
VALON GRABOVCI,M,134,Partia Demokratike e Kosovës,PDK,5828
VALON KRYEZIU,M,136,Partia Liberale Egjiptiane,PLE,265
VALON MAZREKU,M,121,Nisma Socialdemokrate,NISMA,1899
VALON RAMADANI,M,127,Lëvizja VETËVENDOSJE!,LV,13037
VASFIJE BLAIR,F,127,Lëvizja VETËVENDOSJE!,LV,60879
VASMIJA KAMBERI,F,122,Koalicija Zajeno,KZ,32
VASVIJA HUREMOVIĆ,F,131,Nova Demokratska Stranka,NDS,176
VEBI ALA,M,136,Partia Liberale Egjiptiane,PLE,194
VEHAB AZIRI,M,133,Naša Inicijativa,NAŠA,113
VEHBI RAMA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,563
VENDENIS LAHU,M,127,Lëvizja VETËVENDOSJE!,LV,9830
VENERA BOGUJEVCI,F,121,Nisma Socialdemokrate,NISMA,75
VERICA ĆERANIĆ,F,119,Srpska Lista,SL,15394
VESA BROJA,F,134,Partia Demokratike e Kosovës,PDK,5354
VETON BERISHA,M,136,Partia Liberale Egjiptiane,PLE,1451
VETON FIRZI,M,134,Partia Demokratike e Kosovës,PDK,1347
VETON GASHI,M,132,Lidhja Demokratike e Kosovës,LDK,684
VETON REXHAJ,M,121,Nisma Socialdemokrate,NISMA,287
VEZAIP OMEROVIĆ,M,137,Jedinstvena Goranska Partija,JGP,143
VINETU GANIQ,M,131,Nova Demokratska Stranka,NDS,40
VIOLETA DEMA,F,121,Nisma Socialdemokrate,NISMA,467
VIOLETË OSAJ,F,132,Lidhja Demokratike e Kosovës,LDK,1510
VISAR FEJZULLAHU,M,121,Nisma Socialdemokrate,NISMA,689
VISAR HOTI,M,132,Lidhja Demokratike e Kosovës,LDK,6655
VISAR KORENICA,M,127,Lëvizja VETËVENDOSJE!,LV,10119
VISAR ZYMERI,M,121,Nisma Socialdemokrate,NISMA,180
VJOSA ISUFI,F,121,Nisma Socialdemokrate,NISMA,438
VJOSA OSMANI-SADRIU,F,127,Lëvizja VETËVENDOSJE!,LV,300756
VLORA DUMOSHI,F,132,Lidhja Demokratike e Kosovës,LDK,6267
VLORA GASHI,F,136,Partia Liberale Egjiptiane,PLE,14
VLORA LIMANI-HAJNUNI,F,132,Lidhja Demokratike e Kosovës,LDK,3882
XHAFER ARIFAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,436
XHAFER BERISHA,M,127,Lëvizja VETËVENDOSJE!,LV,1909
XHAVIT DALLOSHI,M,138,FJALA,FJALA,92
XHAVIT HALITI,M,134,Partia Demokratike e Kosovës,PDK,10538
XHAVIT ZARIQI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,2521
XHEJLANE GOVORI,F,121,Nisma Socialdemokrate,NISMA,211
XHELADIN BRAHIMI,M,116,Lëvizja për Bashkëveprim,LpB,105
XHELAL KRASNIQI,M,132,Lidhja Demokratike e Kosovës,LDK,780
XHELAL SVEÇLA,M,127,Lëvizja VETËVENDOSJE!,LV,10359
XHEM EMINI,M,124,Romani Iniciyativa,RI,314
XHEMAJL HASANI,M,121,Nisma Socialdemokrate,NISMA,459
XHEMAJL JASHARI,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,40
XHEMAJL QALLAKU,M,116,Lëvizja për Bashkëveprim,LpB,72
XHEVAHIRE IZMAKU,F,134,Partia Demokratike e Kosovës,PDK,5762
XHEVAHIRE KRASNIQI,F,116,Lëvizja për Bashkëveprim,LpB,4
XHEVAHIRE SHABANI,F,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,33
XHEVAT ISLAMI,M,116,Lëvizja për Bashkëveprim,LpB,24
XHEVDET KRASNIQI,M,121,Nisma Socialdemokrate,NISMA,175
XHEVË HALITI,F,136,Partia Liberale Egjiptiane,PLE,108
XHEZIDE HAJDINI,F,116,Lëvizja për Bashkëveprim,LpB,33
XHULSUME ADEMI,F,130,Partia e Ashkalinjëve për Integrim,PAI,8
XILAJE ISAKU,F,116,Lëvizja për Bashkëveprim,LpB,10
YILDIRAY BAYRAMI,M,112,Kosova Demokratik Türk Partisi,KDTP,973
YLLZA HOTI,F,127,Lëvizja VETËVENDOSJE!,LV,5929
YMIHAN MUJKO,F,112,Kosova Demokratik Türk Partisi,KDTP,206
ZABID MUSTAFA,M,130,Partia e Ashkalinjëve për Integrim,PAI,12
ZAFIR BERISHA,M,121,Nisma Socialdemokrate,NISMA,3390
ZAHIDE GËRVALLA,F,132,Lidhja Demokratike e Kosovës,LDK,1256
ZAIM BAJRAMI,M,131,Nova Demokratska Stranka,NDS,48
ZAIM BELA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,461
ZARIFA ALIJA,F,137,Jedinstvena Goranska Partija,JGP,35
ZEJNELJ ESE,M,113,Koalicija VAKAT,VAKAT,242
ZEK BERISHA,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,80
ZENUN SHALA,M,132,Lidhja Demokratike e Kosovës,LDK,1184
ZERINA MALJIĆI,F,131,Nova Demokratska Stranka,NDS,122
ZIJAJDIN VRAGOVIQ,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,78
ZIJUSH AHMETI,M,134,Partia Demokratike e Kosovës,PDK,593
ZIKRETA ALITI,F,131,Nova Demokratska Stranka,NDS,651
ZINAIDA ELMAZI,F,113,Koalicija VAKAT,VAKAT,456
ZINETA SKENDERI,F,131,Nova Demokratska Stranka,NDS,125
ZINUREJ IMERI,M,137,Jedinstvena Goranska Partija,JGP,67
ZONJUSHE TOSKA,F,117,Partia Rome e Bashkuar e Kosovës,PREBK,121
ZORAN MAKSIMOVIĆ,M,119,Srpska Lista,SL,2383
ZORAN MOJSILOVIĆ,M,119,Srpska Lista,SL,18340
ZÜMRÜT BUCKO,F,112,Kosova Demokratik Türk Partisi,KDTP,752
ZYHRA HADRI,F,111,Iniciativa e Re Demokratike e Kosovës,IRDK,118
