id,Party_ID,Party,Acronym,Votes,Municipality
37,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Kllokot
37,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Kllokot
37,130,Partia e Ashkalinjëve për Integrim,PAI,0,Kllokot
37,131,Nova Demokratska Stranka,NDS,0,Kllokot
37,132,Lidhja Demokratike e Kosovës,LDK,98,Kllokot
37,133,Naša Inicijativa,NAŠA,1,Kllokot
37,134,Partia Demokratike e Kosovës,PDK,80,Kllokot
37,135,Aleanca për Ardhmërinë e Kosovës,AAK,25,Kllokot
37,136,Partia Liberale Egjiptiane,PLE,0,Kllokot
37,137,Jedinstvena Goranska Partija,JGP,0,Kllokot
37,138,FJALA,FJALA,0,Kllokot
37,127,Lëvizja VETËVENDOSJE!,LV,391,Kllokot
38,138,FJALA,FJALA,9,Mitrovicë e Veriut
38,127,Lëvizja VETËVENDOSJE!,LV,908,Mitrovicë e Veriut
38,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Mitrovicë e Veriut
38,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,925,Mitrovicë e Veriut
38,130,Partia e Ashkalinjëve për Integrim,PAI,3,Mitrovicë e Veriut
38,131,Nova Demokratska Stranka,NDS,22,Mitrovicë e Veriut
38,132,Lidhja Demokratike e Kosovës,LDK,92,Mitrovicë e Veriut
38,133,Naša Inicijativa,NAŠA,12,Mitrovicë e Veriut
38,134,Partia Demokratike e Kosovës,PDK,337,Mitrovicë e Veriut
38,135,Aleanca për Ardhmërinë e Kosovës,AAK,54,Mitrovicë e Veriut
38,136,Partia Liberale Egjiptiane,PLE,0,Mitrovicë e Veriut
38,137,Jedinstvena Goranska Partija,JGP,377,Mitrovicë e Veriut
38,111,Iniciativa e Re Demokratike e Kosovës,IRDK,7,Mitrovicë e Veriut
38,112,Kosova Demokratik Türk Partisi,KDTP,16,Mitrovicë e Veriut
38,113,Koalicija VAKAT,VAKAT,34,Mitrovicë e Veriut
38,114,Yenilikçi Türk Hareket Partisi,YTHP,9,Mitrovicë e Veriut
38,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,22,Mitrovicë e Veriut
38,116,Lëvizja për Bashkëveprim,LpB,2,Mitrovicë e Veriut
38,117,Partia Rome e Bashkuar e Kosovës,PREBK,4,Mitrovicë e Veriut
38,118,Srpski Demokratski Savez,SDS,43,Mitrovicë e Veriut
38,119,Srpska Lista,SL,7084,Mitrovicë e Veriut
38,120,Partia Balliste,PB,6,Mitrovicë e Veriut
38,121,Nisma Socialdemokrate,NISMA,8,Mitrovicë e Veriut
38,122,Koalicija Zajeno,KZ,39,Mitrovicë e Veriut
38,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,5,Mitrovicë e Veriut
38,124,Romani Iniciyativa,RI,198,Mitrovicë e Veriut
38,125,Socialdemokratska Unija,SDU,7,Mitrovicë e Veriut
38,126,Kosovaki Nevi Romani Partia,KNRP,4,Mitrovicë e Veriut
4,111,Iniciativa e Re Demokratike e Kosovës,IRDK,96,Gjilan
4,112,Kosova Demokratik Türk Partisi,KDTP,480,Gjilan
4,113,Koalicija VAKAT,VAKAT,108,Gjilan
4,114,Yenilikçi Türk Hareket Partisi,YTHP,33,Gjilan
4,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,61,Gjilan
4,116,Lëvizja për Bashkëveprim,LpB,23,Gjilan
4,117,Partia Rome e Bashkuar e Kosovës,PREBK,14,Gjilan
4,118,Srpski Demokratski Savez,SDS,3,Gjilan
4,119,Srpska Lista,SL,596,Gjilan
4,120,Partia Balliste,PB,6,Gjilan
4,121,Nisma Socialdemokrate,NISMA,550,Gjilan
4,122,Koalicija Zajeno,KZ,22,Gjilan
4,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,60,Gjilan
4,124,Romani Iniciyativa,RI,84,Gjilan
4,125,Socialdemokratska Unija,SDU,10,Gjilan
4,126,Kosovaki Nevi Romani Partia,KNRP,32,Gjilan
4,127,Lëvizja VETËVENDOSJE!,LV,32742,Gjilan
4,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,36,Gjilan
4,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,253,Gjilan
4,130,Partia e Ashkalinjëve për Integrim,PAI,13,Gjilan
4,131,Nova Demokratska Stranka,NDS,18,Gjilan
4,132,Lidhja Demokratike e Kosovës,LDK,7611,Gjilan
4,133,Naša Inicijativa,NAŠA,17,Gjilan
4,134,Partia Demokratike e Kosovës,PDK,5868,Gjilan
4,135,Aleanca për Ardhmërinë e Kosovës,AAK,1417,Gjilan
4,136,Partia Liberale Egjiptiane,PLE,3,Gjilan
4,137,Jedinstvena Goranska Partija,JGP,14,Gjilan
4,138,FJALA,FJALA,37,Gjilan
5,111,Iniciativa e Re Demokratike e Kosovës,IRDK,10,Dragash
5,112,Kosova Demokratik Türk Partisi,KDTP,12,Dragash
5,113,Koalicija VAKAT,VAKAT,1032,Dragash
5,114,Yenilikçi Türk Hareket Partisi,YTHP,7,Dragash
5,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Dragash
5,116,Lëvizja për Bashkëveprim,LpB,5,Dragash
5,117,Partia Rome e Bashkuar e Kosovës,PREBK,4,Dragash
5,118,Srpski Demokratski Savez,SDS,6,Dragash
5,119,Srpska Lista,SL,21,Dragash
5,120,Partia Balliste,PB,3,Dragash
5,121,Nisma Socialdemokrate,NISMA,440,Dragash
5,122,Koalicija Zajeno,KZ,734,Dragash
5,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,11,Dragash
5,124,Romani Iniciyativa,RI,4,Dragash
5,125,Socialdemokratska Unija,SDU,106,Dragash
5,126,Kosovaki Nevi Romani Partia,KNRP,9,Dragash
5,127,Lëvizja VETËVENDOSJE!,LV,3470,Dragash
5,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,14,Dragash
5,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,2,Dragash
5,130,Partia e Ashkalinjëve për Integrim,PAI,3,Dragash
5,131,Nova Demokratska Stranka,NDS,24,Dragash
5,132,Lidhja Demokratike e Kosovës,LDK,2357,Dragash
5,133,Naša Inicijativa,NAŠA,13,Dragash
5,134,Partia Demokratike e Kosovës,PDK,2802,Dragash
5,135,Aleanca për Ardhmërinë e Kosovës,AAK,267,Dragash
5,136,Partia Liberale Egjiptiane,PLE,4,Dragash
5,137,Jedinstvena Goranska Partija,JGP,1098,Dragash
5,138,FJALA,FJALA,23,Dragash
6,111,Iniciativa e Re Demokratike e Kosovës,IRDK,541,Istog
6,112,Kosova Demokratik Türk Partisi,KDTP,6,Istog
6,113,Koalicija VAKAT,VAKAT,106,Istog
6,114,Yenilikçi Türk Hareket Partisi,YTHP,3,Istog
6,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,11,Istog
6,116,Lëvizja për Bashkëveprim,LpB,11,Istog
6,117,Partia Rome e Bashkuar e Kosovës,PREBK,10,Istog
6,118,Srpski Demokratski Savez,SDS,4,Istog
6,119,Srpska Lista,SL,259,Istog
6,120,Partia Balliste,PB,3,Istog
6,121,Nisma Socialdemokrate,NISMA,147,Istog
6,122,Koalicija Zajeno,KZ,7,Istog
6,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,19,Istog
6,124,Romani Iniciyativa,RI,6,Istog
6,125,Socialdemokratska Unija,SDU,105,Istog
6,126,Kosovaki Nevi Romani Partia,KNRP,12,Istog
6,127,Lëvizja VETËVENDOSJE!,LV,8894,Istog
6,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,6,Istog
6,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,80,Istog
6,130,Partia e Ashkalinjëve për Integrim,PAI,5,Istog
6,131,Nova Demokratska Stranka,NDS,122,Istog
6,132,Lidhja Demokratike e Kosovës,LDK,4893,Istog
6,133,Naša Inicijativa,NAŠA,24,Istog
6,134,Partia Demokratike e Kosovës,PDK,1881,Istog
6,135,Aleanca për Ardhmërinë e Kosovës,AAK,2226,Istog
6,136,Partia Liberale Egjiptiane,PLE,130,Istog
6,137,Jedinstvena Goranska Partija,JGP,4,Istog
6,138,FJALA,FJALA,13,Istog
7,111,Iniciativa e Re Demokratike e Kosovës,IRDK,10,Kaçanik
7,112,Kosova Demokratik Türk Partisi,KDTP,9,Kaçanik
7,113,Koalicija VAKAT,VAKAT,18,Kaçanik
7,114,Yenilikçi Türk Hareket Partisi,YTHP,3,Kaçanik
7,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,1,Kaçanik
7,116,Lëvizja për Bashkëveprim,LpB,13,Kaçanik
7,117,Partia Rome e Bashkuar e Kosovës,PREBK,1,Kaçanik
7,118,Srpski Demokratski Savez,SDS,0,Kaçanik
7,119,Srpska Lista,SL,1,Kaçanik
7,120,Partia Balliste,PB,2,Kaçanik
7,121,Nisma Socialdemokrate,NISMA,404,Kaçanik
7,122,Koalicija Zajeno,KZ,1,Kaçanik
7,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,15,Kaçanik
7,124,Romani Iniciyativa,RI,3,Kaçanik
7,125,Socialdemokratska Unija,SDU,1,Kaçanik
7,126,Kosovaki Nevi Romani Partia,KNRP,12,Kaçanik
7,127,Lëvizja VETËVENDOSJE!,LV,9854,Kaçanik
7,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,13,Kaçanik
7,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,2,Kaçanik
7,130,Partia e Ashkalinjëve për Integrim,PAI,2,Kaçanik
7,131,Nova Demokratska Stranka,NDS,1,Kaçanik
7,132,Lidhja Demokratike e Kosovës,LDK,1087,Kaçanik
7,133,Naša Inicijativa,NAŠA,13,Kaçanik
7,134,Partia Demokratike e Kosovës,PDK,4647,Kaçanik
7,135,Aleanca për Ardhmërinë e Kosovës,AAK,423,Kaçanik
7,136,Partia Liberale Egjiptiane,PLE,2,Kaçanik
7,137,Jedinstvena Goranska Partija,JGP,4,Kaçanik
7,138,FJALA,FJALA,8,Kaçanik
8,111,Iniciativa e Re Demokratike e Kosovës,IRDK,149,Klinë
8,112,Kosova Demokratik Türk Partisi,KDTP,0,Klinë
8,113,Koalicija VAKAT,VAKAT,16,Klinë
8,114,Yenilikçi Türk Hareket Partisi,YTHP,3,Klinë
8,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,2,Klinë
8,116,Lëvizja për Bashkëveprim,LpB,7,Klinë
8,117,Partia Rome e Bashkuar e Kosovës,PREBK,30,Klinë
8,118,Srpski Demokratski Savez,SDS,1,Klinë
8,119,Srpska Lista,SL,213,Klinë
8,120,Partia Balliste,PB,3,Klinë
8,121,Nisma Socialdemokrate,NISMA,464,Klinë
8,122,Koalicija Zajeno,KZ,1,Klinë
8,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,23,Klinë
8,124,Romani Iniciyativa,RI,3,Klinë
8,125,Socialdemokratska Unija,SDU,11,Klinë
8,126,Kosovaki Nevi Romani Partia,KNRP,6,Klinë
8,127,Lëvizja VETËVENDOSJE!,LV,5566,Klinë
8,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,12,Klinë
8,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,1,Klinë
8,130,Partia e Ashkalinjëve për Integrim,PAI,4,Klinë
8,131,Nova Demokratska Stranka,NDS,4,Klinë
8,132,Lidhja Demokratike e Kosovës,LDK,2901,Klinë
8,133,Naša Inicijativa,NAŠA,14,Klinë
8,134,Partia Demokratike e Kosovës,PDK,3754,Klinë
8,135,Aleanca për Ardhmërinë e Kosovës,AAK,3809,Klinë
8,136,Partia Liberale Egjiptiane,PLE,139,Klinë
8,137,Jedinstvena Goranska Partija,JGP,2,Klinë
8,138,FJALA,FJALA,7,Klinë
9,111,Iniciativa e Re Demokratike e Kosovës,IRDK,299,Fushë Kosovë
9,112,Kosova Demokratik Türk Partisi,KDTP,9,Fushë Kosovë
9,113,Koalicija VAKAT,VAKAT,14,Fushë Kosovë
9,114,Yenilikçi Türk Hareket Partisi,YTHP,4,Fushë Kosovë
9,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,17,Fushë Kosovë
9,116,Lëvizja për Bashkëveprim,LpB,76,Fushë Kosovë
9,117,Partia Rome e Bashkuar e Kosovës,PREBK,24,Fushë Kosovë
9,118,Srpski Demokratski Savez,SDS,7,Fushë Kosovë
9,119,Srpska Lista,SL,237,Fushë Kosovë
9,120,Partia Balliste,PB,3,Fushë Kosovë
9,121,Nisma Socialdemokrate,NISMA,395,Fushë Kosovë
9,122,Koalicija Zajeno,KZ,4,Fushë Kosovë
9,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,26,Fushë Kosovë
9,124,Romani Iniciyativa,RI,55,Fushë Kosovë
9,125,Socialdemokratska Unija,SDU,4,Fushë Kosovë
9,126,Kosovaki Nevi Romani Partia,KNRP,11,Fushë Kosovë
9,127,Lëvizja VETËVENDOSJE!,LV,11371,Fushë Kosovë
9,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,181,Fushë Kosovë
9,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,5,Fushë Kosovë
9,130,Partia e Ashkalinjëve për Integrim,PAI,331,Fushë Kosovë
9,131,Nova Demokratska Stranka,NDS,10,Fushë Kosovë
9,132,Lidhja Demokratike e Kosovës,LDK,3179,Fushë Kosovë
9,133,Naša Inicijativa,NAŠA,13,Fushë Kosovë
9,134,Partia Demokratike e Kosovës,PDK,2688,Fushë Kosovë
9,135,Aleanca për Ardhmërinë e Kosovës,AAK,463,Fushë Kosovë
9,136,Partia Liberale Egjiptiane,PLE,630,Fushë Kosovë
9,137,Jedinstvena Goranska Partija,JGP,5,Fushë Kosovë
9,138,FJALA,FJALA,32,Fushë Kosovë
