id,Polling Center,Party_ID,Party,Acronym,Votes,Municipality
24,2432A,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Suharekë
24,2432A,116,Lëvizja për Bashkëveprim,LpB,0,Suharekë
24,2432A,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Suharekë
24,2432A,118,Srpski Demokratski Savez,SDS,0,Suharekë
24,2432A,119,Srpska Lista,SL,0,Suharekë
24,2432A,120,Partia Balliste,PB,0,Suharekë
24,2432A,121,Nisma Socialdemokrate,NISMA,6,Suharekë
24,2432A,122,Koalicija Zajeno,KZ,0,Suharekë
24,2432A,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,2,Suharekë
24,2432A,124,Romani Iniciyativa,RI,0,Suharekë
24,2432A,125,Socialdemokratska Unija,SDU,0,Suharekë
24,2432A,126,Kosovaki Nevi Romani Partia,KNRP,0,Suharekë
24,2432A,127,Lëvizja VETËVENDOSJE!,LV,128,Suharekë
24,2432A,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Suharekë
24,2432A,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Suharekë
24,2432A,130,Partia e Ashkalinjëve për Integrim,PAI,0,Suharekë
24,2432A,131,Nova Demokratska Stranka,NDS,0,Suharekë
24,2432A,132,Lidhja Demokratike e Kosovës,LDK,72,Suharekë
24,2432A,133,Naša Inicijativa,NAŠA,0,Suharekë
24,2432A,134,Partia Demokratike e Kosovës,PDK,23,Suharekë
24,2432A,135,Aleanca për Ardhmërinë e Kosovës,AAK,63,Suharekë
24,2432A,136,Partia Liberale Egjiptiane,PLE,0,Suharekë
24,2432A,137,Jedinstvena Goranska Partija,JGP,0,Suharekë
24,2432A,138,FJALA,FJALA,0,Suharekë
24,2433A,111,Iniciativa e Re Demokratike e Kosovës,IRDK,1,Suharekë
24,2433A,112,Kosova Demokratik Türk Partisi,KDTP,0,Suharekë
24,2433A,113,Koalicija VAKAT,VAKAT,0,Suharekë
24,2433A,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Suharekë
24,2433A,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Suharekë
24,2433A,116,Lëvizja për Bashkëveprim,LpB,0,Suharekë
24,2433A,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Suharekë
24,2433A,118,Srpski Demokratski Savez,SDS,0,Suharekë
24,2433A,119,Srpska Lista,SL,0,Suharekë
24,2433A,120,Partia Balliste,PB,0,Suharekë
24,2433A,121,Nisma Socialdemokrate,NISMA,7,Suharekë
24,2433A,122,Koalicija Zajeno,KZ,0,Suharekë
24,2433A,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,0,Suharekë
24,2433A,124,Romani Iniciyativa,RI,0,Suharekë
24,2433A,125,Socialdemokratska Unija,SDU,0,Suharekë
24,2433A,126,Kosovaki Nevi Romani Partia,KNRP,0,Suharekë
24,2433A,127,Lëvizja VETËVENDOSJE!,LV,28,Suharekë
24,2433A,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Suharekë
24,2433A,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Suharekë
24,2433A,130,Partia e Ashkalinjëve për Integrim,PAI,0,Suharekë
24,2433A,131,Nova Demokratska Stranka,NDS,0,Suharekë
24,2433A,132,Lidhja Demokratike e Kosovës,LDK,38,Suharekë
24,2433A,133,Naša Inicijativa,NAŠA,0,Suharekë
24,2433A,134,Partia Demokratike e Kosovës,PDK,2,Suharekë
24,2433A,135,Aleanca për Ardhmërinë e Kosovës,AAK,22,Suharekë
24,2433A,136,Partia Liberale Egjiptiane,PLE,0,Suharekë
24,2433A,137,Jedinstvena Goranska Partija,JGP,0,Suharekë
24,2433A,138,FJALA,FJALA,0,Suharekë
24,BM124,111,Iniciativa e Re Demokratike e Kosovës,IRDK,1,Suharekë
24,BM124,112,Kosova Demokratik Türk Partisi,KDTP,0,Suharekë
24,BM124,113,Koalicija VAKAT,VAKAT,0,Suharekë
24,BM124,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Suharekë
24,BM124,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Suharekë
24,BM124,116,Lëvizja për Bashkëveprim,LpB,0,Suharekë
24,BM124,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Suharekë
24,BM124,118,Srpski Demokratski Savez,SDS,0,Suharekë
24,BM124,119,Srpska Lista,SL,0,Suharekë
24,BM124,120,Partia Balliste,PB,0,Suharekë
24,BM124,121,Nisma Socialdemokrate,NISMA,34,Suharekë
24,BM124,122,Koalicija Zajeno,KZ,0,Suharekë
24,BM124,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,4,Suharekë
24,BM124,124,Romani Iniciyativa,RI,0,Suharekë
24,BM124,125,Socialdemokratska Unija,SDU,0,Suharekë
24,BM124,126,Kosovaki Nevi Romani Partia,KNRP,0,Suharekë
24,BM124,127,Lëvizja VETËVENDOSJE!,LV,1980,Suharekë
24,BM124,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Suharekë
24,BM124,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Suharekë
24,BM124,130,Partia e Ashkalinjëve për Integrim,PAI,0,Suharekë
24,BM124,131,Nova Demokratska Stranka,NDS,1,Suharekë
24,BM124,132,Lidhja Demokratike e Kosovës,LDK,252,Suharekë
24,BM124,133,Naša Inicijativa,NAŠA,0,Suharekë
24,BM124,134,Partia Demokratike e Kosovës,PDK,270,Suharekë
24,BM124,135,Aleanca për Ardhmërinë e Kosovës,AAK,28,Suharekë
24,BM124,136,Partia Liberale Egjiptiane,PLE,0,Suharekë
24,BM124,137,Jedinstvena Goranska Partija,JGP,0,Suharekë
24,BM124,138,FJALA,FJALA,0,Suharekë
24,CB124,111,Iniciativa e Re Demokratike e Kosovës,IRDK,1,Suharekë
24,CB124,112,Kosova Demokratik Türk Partisi,KDTP,2,Suharekë
24,CB124,113,Koalicija VAKAT,VAKAT,0,Suharekë
24,CB124,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Suharekë
24,CB124,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Suharekë
24,CB124,116,Lëvizja për Bashkëveprim,LpB,4,Suharekë
24,CB124,117,Partia Rome e Bashkuar e Kosovës,PREBK,1,Suharekë
24,CB124,118,Srpski Demokratski Savez,SDS,0,Suharekë
24,CB124,119,Srpska Lista,SL,0,Suharekë
24,CB124,120,Partia Balliste,PB,1,Suharekë
24,CB124,121,Nisma Socialdemokrate,NISMA,40,Suharekë
24,CB124,122,Koalicija Zajeno,KZ,0,Suharekë
24,CB124,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,2,Suharekë
24,CB124,124,Romani Iniciyativa,RI,0,Suharekë
24,CB124,125,Socialdemokratska Unija,SDU,0,Suharekë
24,CB124,126,Kosovaki Nevi Romani Partia,KNRP,0,Suharekë
24,CB124,127,Lëvizja VETËVENDOSJE!,LV,306,Suharekë
24,CB124,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,12,Suharekë
24,CB124,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Suharekë
24,CB124,130,Partia e Ashkalinjëve për Integrim,PAI,0,Suharekë
24,CB124,131,Nova Demokratska Stranka,NDS,0,Suharekë
24,CB124,132,Lidhja Demokratike e Kosovës,LDK,97,Suharekë
24,CB124,133,Naša Inicijativa,NAŠA,0,Suharekë
24,CB124,134,Partia Demokratike e Kosovës,PDK,98,Suharekë
24,CB124,135,Aleanca për Ardhmërinë e Kosovës,AAK,121,Suharekë
24,CB124,136,Partia Liberale Egjiptiane,PLE,1,Suharekë
24,CB124,137,Jedinstvena Goranska Partija,JGP,0,Suharekë
24,CB124,138,FJALA,FJALA,0,Suharekë
24,2422A,138,FJALA,FJALA,0,Suharekë
24,2423A,111,Iniciativa e Re Demokratike e Kosovës,IRDK,0,Suharekë
24,2423A,112,Kosova Demokratik Türk Partisi,KDTP,0,Suharekë
24,2423A,113,Koalicija VAKAT,VAKAT,0,Suharekë
24,2423A,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Suharekë
24,2423A,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Suharekë
24,2423A,116,Lëvizja për Bashkëveprim,LpB,0,Suharekë
24,2423A,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Suharekë
24,2423A,118,Srpski Demokratski Savez,SDS,0,Suharekë
24,2423A,119,Srpska Lista,SL,0,Suharekë
24,2423A,120,Partia Balliste,PB,0,Suharekë
24,2423A,121,Nisma Socialdemokrate,NISMA,11,Suharekë
24,2423A,122,Koalicija Zajeno,KZ,0,Suharekë
24,2423A,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,0,Suharekë
24,2423A,124,Romani Iniciyativa,RI,0,Suharekë
24,2423A,125,Socialdemokratska Unija,SDU,0,Suharekë
24,2423A,126,Kosovaki Nevi Romani Partia,KNRP,0,Suharekë
24,2423A,127,Lëvizja VETËVENDOSJE!,LV,179,Suharekë
24,2423A,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Suharekë
24,2423A,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Suharekë
24,2422A,133,Naša Inicijativa,NAŠA,0,Suharekë
24,2422A,130,Partia e Ashkalinjëve për Integrim,PAI,0,Suharekë
24,2422A,131,Nova Demokratska Stranka,NDS,0,Suharekë
24,2422A,132,Lidhja Demokratike e Kosovës,LDK,125,Suharekë
24,2422A,137,Jedinstvena Goranska Partija,JGP,0,Suharekë
24,2422A,134,Partia Demokratike e Kosovës,PDK,169,Suharekë
24,2422A,135,Aleanca për Ardhmërinë e Kosovës,AAK,99,Suharekë
24,2422A,136,Partia Liberale Egjiptiane,PLE,0,Suharekë
25,2501D,131,Nova Demokratska Stranka,NDS,0,Ferizaj
25,2501X,112,Kosova Demokratik Türk Partisi,KDTP,0,Ferizaj
25,2501X,113,Koalicija VAKAT,VAKAT,0,Ferizaj
25,2501X,114,Yenilikçi Türk Hareket Partisi,YTHP,1,Ferizaj
25,2501X,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Ferizaj
25,2501X,116,Lëvizja për Bashkëveprim,LpB,89,Ferizaj
25,2501D,132,Lidhja Demokratike e Kosovës,LDK,285,Ferizaj
25,2501D,133,Naša Inicijativa,NAŠA,3,Ferizaj
25,2501D,134,Partia Demokratike e Kosovës,PDK,702,Ferizaj
25,2501D,135,Aleanca për Ardhmërinë e Kosovës,AAK,93,Ferizaj
25,2501D,136,Partia Liberale Egjiptiane,PLE,0,Ferizaj
25,2501D,137,Jedinstvena Goranska Partija,JGP,2,Ferizaj
25,2501D,138,FJALA,FJALA,3,Ferizaj
25,2501X,111,Iniciativa e Re Demokratike e Kosovës,IRDK,16,Ferizaj
25,2501X,125,Socialdemokratska Unija,SDU,1,Ferizaj
25,2501X,126,Kosovaki Nevi Romani Partia,KNRP,4,Ferizaj
25,2501X,127,Lëvizja VETËVENDOSJE!,LV,2458,Ferizaj
25,2501X,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,72,Ferizaj
25,2501X,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Ferizaj
25,2501X,130,Partia e Ashkalinjëve për Integrim,PAI,59,Ferizaj
25,2501X,131,Nova Demokratska Stranka,NDS,0,Ferizaj
25,2501X,132,Lidhja Demokratike e Kosovës,LDK,266,Ferizaj
25,2501X,133,Naša Inicijativa,NAŠA,1,Ferizaj
25,2501X,134,Partia Demokratike e Kosovës,PDK,722,Ferizaj
25,2501X,135,Aleanca për Ardhmërinë e Kosovës,AAK,95,Ferizaj
25,2501X,136,Partia Liberale Egjiptiane,PLE,7,Ferizaj
25,2501X,137,Jedinstvena Goranska Partija,JGP,1,Ferizaj
25,2501X,138,FJALA,FJALA,3,Ferizaj
25,2501Y,111,Iniciativa e Re Demokratike e Kosovës,IRDK,14,Ferizaj
25,2501Y,112,Kosova Demokratik Türk Partisi,KDTP,5,Ferizaj
25,2501Y,113,Koalicija VAKAT,VAKAT,5,Ferizaj
25,2501Y,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Ferizaj
25,2501Y,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,2,Ferizaj
25,2501Y,116,Lëvizja për Bashkëveprim,LpB,66,Ferizaj
25,2501Y,117,Partia Rome e Bashkuar e Kosovës,PREBK,1,Ferizaj
25,2501Y,118,Srpski Demokratski Savez,SDS,0,Ferizaj
25,2501Y,119,Srpska Lista,SL,0,Ferizaj
25,2501Y,120,Partia Balliste,PB,0,Ferizaj
25,2501Y,121,Nisma Socialdemokrate,NISMA,89,Ferizaj
25,2501Y,122,Koalicija Zajeno,KZ,2,Ferizaj
25,2501Y,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,5,Ferizaj
25,2501Y,124,Romani Iniciyativa,RI,0,Ferizaj
25,2501Y,125,Socialdemokratska Unija,SDU,1,Ferizaj
25,2501Y,126,Kosovaki Nevi Romani Partia,KNRP,2,Ferizaj
25,2501Y,127,Lëvizja VETËVENDOSJE!,LV,2955,Ferizaj
25,2501Y,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,36,Ferizaj
25,2501X,117,Partia Rome e Bashkuar e Kosovës,PREBK,6,Ferizaj
25,2501X,118,Srpski Demokratski Savez,SDS,2,Ferizaj
25,2501X,119,Srpska Lista,SL,1,Ferizaj
25,2501X,120,Partia Balliste,PB,0,Ferizaj
25,2501X,121,Nisma Socialdemokrate,NISMA,53,Ferizaj
25,2501X,122,Koalicija Zajeno,KZ,0,Ferizaj
25,2501X,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,7,Ferizaj
25,2501X,124,Romani Iniciyativa,RI,1,Ferizaj
25,2501Y,137,Jedinstvena Goranska Partija,JGP,5,Ferizaj
25,2501Y,138,FJALA,FJALA,2,Ferizaj
25,2502D,111,Iniciativa e Re Demokratike e Kosovës,IRDK,10,Ferizaj
25,2502D,112,Kosova Demokratik Türk Partisi,KDTP,1,Ferizaj
25,2502D,113,Koalicija VAKAT,VAKAT,1,Ferizaj
25,2502D,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Ferizaj
25,2502D,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Ferizaj
25,2502D,116,Lëvizja për Bashkëveprim,LpB,35,Ferizaj
25,2502D,117,Partia Rome e Bashkuar e Kosovës,PREBK,2,Ferizaj
25,2502D,118,Srpski Demokratski Savez,SDS,0,Ferizaj
25,2502D,119,Srpska Lista,SL,0,Ferizaj
25,2502D,120,Partia Balliste,PB,0,Ferizaj
25,2502D,121,Nisma Socialdemokrate,NISMA,35,Ferizaj
25,2502D,122,Koalicija Zajeno,KZ,0,Ferizaj
25,2502D,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,6,Ferizaj
25,2502D,124,Romani Iniciyativa,RI,1,Ferizaj
25,2502D,125,Socialdemokratska Unija,SDU,1,Ferizaj
25,2502D,126,Kosovaki Nevi Romani Partia,KNRP,2,Ferizaj
25,2502D,127,Lëvizja VETËVENDOSJE!,LV,1751,Ferizaj
25,2502D,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,17,Ferizaj
25,2502D,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Ferizaj
25,2502D,130,Partia e Ashkalinjëve për Integrim,PAI,9,Ferizaj
25,2502D,131,Nova Demokratska Stranka,NDS,1,Ferizaj
25,2502D,132,Lidhja Demokratike e Kosovës,LDK,284,Ferizaj
25,2502D,133,Naša Inicijativa,NAŠA,3,Ferizaj
25,2502D,134,Partia Demokratike e Kosovës,PDK,468,Ferizaj
25,2502D,135,Aleanca për Ardhmërinë e Kosovës,AAK,66,Ferizaj
25,2502D,136,Partia Liberale Egjiptiane,PLE,0,Ferizaj
25,2502D,137,Jedinstvena Goranska Partija,JGP,0,Ferizaj
25,2502D,138,FJALA,FJALA,0,Ferizaj
25,2502X,111,Iniciativa e Re Demokratike e Kosovës,IRDK,8,Ferizaj
25,2502X,112,Kosova Demokratik Türk Partisi,KDTP,2,Ferizaj
25,2501Y,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,1,Ferizaj
25,2501Y,130,Partia e Ashkalinjëve për Integrim,PAI,53,Ferizaj
25,2501Y,131,Nova Demokratska Stranka,NDS,3,Ferizaj
25,2501Y,132,Lidhja Demokratike e Kosovës,LDK,367,Ferizaj
25,2501Y,133,Naša Inicijativa,NAŠA,2,Ferizaj
25,2501Y,134,Partia Demokratike e Kosovës,PDK,879,Ferizaj
25,2501Y,135,Aleanca për Ardhmërinë e Kosovës,AAK,107,Ferizaj
25,2501Y,136,Partia Liberale Egjiptiane,PLE,1,Ferizaj
25,2502X,121,Nisma Socialdemokrate,NISMA,36,Ferizaj
25,2502X,122,Koalicija Zajeno,KZ,1,Ferizaj
25,2502X,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,2,Ferizaj
25,2502X,124,Romani Iniciyativa,RI,1,Ferizaj
25,2502X,125,Socialdemokratska Unija,SDU,0,Ferizaj
25,2502X,126,Kosovaki Nevi Romani Partia,KNRP,0,Ferizaj
25,2502X,127,Lëvizja VETËVENDOSJE!,LV,2000,Ferizaj
25,2502X,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,8,Ferizaj
25,2502X,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Ferizaj
25,2502X,130,Partia e Ashkalinjëve për Integrim,PAI,9,Ferizaj
25,2502X,131,Nova Demokratska Stranka,NDS,0,Ferizaj
25,2502X,132,Lidhja Demokratike e Kosovës,LDK,276,Ferizaj
25,2502X,133,Naša Inicijativa,NAŠA,1,Ferizaj
25,2502X,134,Partia Demokratike e Kosovës,PDK,593,Ferizaj
25,2502X,135,Aleanca për Ardhmërinë e Kosovës,AAK,75,Ferizaj
25,2502X,136,Partia Liberale Egjiptiane,PLE,1,Ferizaj
25,2502X,137,Jedinstvena Goranska Partija,JGP,0,Ferizaj
25,2502X,138,FJALA,FJALA,2,Ferizaj
25,2503D,111,Iniciativa e Re Demokratike e Kosovës,IRDK,2,Ferizaj
25,2503D,112,Kosova Demokratik Türk Partisi,KDTP,4,Ferizaj
25,2503D,113,Koalicija VAKAT,VAKAT,2,Ferizaj
25,2503D,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Ferizaj
25,2503D,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Ferizaj
25,2503D,116,Lëvizja për Bashkëveprim,LpB,26,Ferizaj
25,2503D,117,Partia Rome e Bashkuar e Kosovës,PREBK,1,Ferizaj
25,2503D,118,Srpski Demokratski Savez,SDS,0,Ferizaj
25,2503D,119,Srpska Lista,SL,0,Ferizaj
25,2503D,120,Partia Balliste,PB,0,Ferizaj
25,2503D,121,Nisma Socialdemokrate,NISMA,23,Ferizaj
25,2503D,122,Koalicija Zajeno,KZ,0,Ferizaj
25,2503D,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,1,Ferizaj
25,2503D,124,Romani Iniciyativa,RI,0,Ferizaj
25,2503D,125,Socialdemokratska Unija,SDU,1,Ferizaj
25,2503D,126,Kosovaki Nevi Romani Partia,KNRP,1,Ferizaj
25,2503D,127,Lëvizja VETËVENDOSJE!,LV,1188,Ferizaj
25,2503D,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,19,Ferizaj
25,2503D,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Ferizaj
25,2503D,130,Partia e Ashkalinjëve për Integrim,PAI,12,Ferizaj
25,2503D,131,Nova Demokratska Stranka,NDS,0,Ferizaj
25,2503D,132,Lidhja Demokratike e Kosovës,LDK,123,Ferizaj
25,2503D,133,Naša Inicijativa,NAŠA,1,Ferizaj
25,2503D,134,Partia Demokratike e Kosovës,PDK,362,Ferizaj
25,2503D,135,Aleanca për Ardhmërinë e Kosovës,AAK,32,Ferizaj
25,2503D,136,Partia Liberale Egjiptiane,PLE,0,Ferizaj
25,2503D,137,Jedinstvena Goranska Partija,JGP,0,Ferizaj
25,2503D,138,FJALA,FJALA,1,Ferizaj
25,2503X,111,Iniciativa e Re Demokratike e Kosovës,IRDK,3,Ferizaj
25,2503X,112,Kosova Demokratik Türk Partisi,KDTP,0,Ferizaj
25,2503X,113,Koalicija VAKAT,VAKAT,1,Ferizaj
25,2503X,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Ferizaj
25,2503X,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Ferizaj
25,2503X,116,Lëvizja për Bashkëveprim,LpB,14,Ferizaj
25,2503X,117,Partia Rome e Bashkuar e Kosovës,PREBK,1,Ferizaj
25,2503X,118,Srpski Demokratski Savez,SDS,0,Ferizaj
25,2503X,119,Srpska Lista,SL,0,Ferizaj
25,2503X,120,Partia Balliste,PB,0,Ferizaj
25,2503X,121,Nisma Socialdemokrate,NISMA,24,Ferizaj
25,2503X,122,Koalicija Zajeno,KZ,0,Ferizaj
25,2503X,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,2,Ferizaj
25,2503X,124,Romani Iniciyativa,RI,2,Ferizaj
25,2503X,125,Socialdemokratska Unija,SDU,0,Ferizaj
25,2503X,126,Kosovaki Nevi Romani Partia,KNRP,1,Ferizaj
25,2503X,127,Lëvizja VETËVENDOSJE!,LV,989,Ferizaj
25,2503X,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,17,Ferizaj
25,2503X,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Ferizaj
25,2503X,130,Partia e Ashkalinjëve për Integrim,PAI,4,Ferizaj
25,2503X,131,Nova Demokratska Stranka,NDS,0,Ferizaj
25,2503X,132,Lidhja Demokratike e Kosovës,LDK,133,Ferizaj
25,2503X,133,Naša Inicijativa,NAŠA,0,Ferizaj
25,2503X,134,Partia Demokratike e Kosovës,PDK,363,Ferizaj
25,2503X,135,Aleanca për Ardhmërinë e Kosovës,AAK,24,Ferizaj
25,2503X,136,Partia Liberale Egjiptiane,PLE,0,Ferizaj
25,2503X,137,Jedinstvena Goranska Partija,JGP,0,Ferizaj
25,2503X,138,FJALA,FJALA,0,Ferizaj
25,2504D,111,Iniciativa e Re Demokratike e Kosovës,IRDK,6,Ferizaj
25,2504D,112,Kosova Demokratik Türk Partisi,KDTP,3,Ferizaj
25,2504D,113,Koalicija VAKAT,VAKAT,1,Ferizaj
25,2504D,114,Yenilikçi Türk Hareket Partisi,YTHP,1,Ferizaj
25,2504D,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Ferizaj
25,2504D,116,Lëvizja për Bashkëveprim,LpB,17,Ferizaj
25,2504D,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Ferizaj
25,2504D,118,Srpski Demokratski Savez,SDS,0,Ferizaj
25,2504D,119,Srpska Lista,SL,1,Ferizaj
25,2504D,120,Partia Balliste,PB,0,Ferizaj
25,2504D,121,Nisma Socialdemokrate,NISMA,19,Ferizaj
25,2504D,122,Koalicija Zajeno,KZ,0,Ferizaj
25,2504D,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,2,Ferizaj
25,2504D,124,Romani Iniciyativa,RI,0,Ferizaj
25,2504D,125,Socialdemokratska Unija,SDU,1,Ferizaj
25,2504D,126,Kosovaki Nevi Romani Partia,KNRP,2,Ferizaj
25,2504D,127,Lëvizja VETËVENDOSJE!,LV,1309,Ferizaj
25,2504D,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,15,Ferizaj
25,2504D,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Ferizaj
25,2504D,130,Partia e Ashkalinjëve për Integrim,PAI,6,Ferizaj
25,2504D,131,Nova Demokratska Stranka,NDS,0,Ferizaj
25,2504D,132,Lidhja Demokratike e Kosovës,LDK,180,Ferizaj
25,2504D,133,Naša Inicijativa,NAŠA,2,Ferizaj
25,2504D,134,Partia Demokratike e Kosovës,PDK,441,Ferizaj
25,2504D,135,Aleanca për Ardhmërinë e Kosovës,AAK,32,Ferizaj
25,2504D,136,Partia Liberale Egjiptiane,PLE,0,Ferizaj
25,2504D,137,Jedinstvena Goranska Partija,JGP,1,Ferizaj
25,2504D,138,FJALA,FJALA,0,Ferizaj
25,2505D,111,Iniciativa e Re Demokratike e Kosovës,IRDK,2,Ferizaj
25,2505D,112,Kosova Demokratik Türk Partisi,KDTP,0,Ferizaj
25,2505D,113,Koalicija VAKAT,VAKAT,3,Ferizaj
25,2505D,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Ferizaj
25,2505D,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Ferizaj
25,2505D,116,Lëvizja për Bashkëveprim,LpB,0,Ferizaj
25,2505D,117,Partia Rome e Bashkuar e Kosovës,PREBK,1,Ferizaj
25,2505D,118,Srpski Demokratski Savez,SDS,0,Ferizaj
25,2505D,119,Srpska Lista,SL,0,Ferizaj
25,2505D,120,Partia Balliste,PB,0,Ferizaj
25,2505D,121,Nisma Socialdemokrate,NISMA,38,Ferizaj
25,2502X,113,Koalicija VAKAT,VAKAT,3,Ferizaj
25,2502X,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Ferizaj
25,2502X,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Ferizaj
25,2502X,116,Lëvizja për Bashkëveprim,LpB,22,Ferizaj
25,2502X,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Ferizaj
25,2502X,118,Srpski Demokratski Savez,SDS,0,Ferizaj
25,2502X,119,Srpska Lista,SL,0,Ferizaj
25,2502X,120,Partia Balliste,PB,0,Ferizaj
25,2505D,130,Partia e Ashkalinjëve për Integrim,PAI,0,Ferizaj
25,2505D,131,Nova Demokratska Stranka,NDS,0,Ferizaj
25,2505D,132,Lidhja Demokratike e Kosovës,LDK,59,Ferizaj
25,2505D,133,Naša Inicijativa,NAŠA,1,Ferizaj
25,2505D,134,Partia Demokratike e Kosovës,PDK,203,Ferizaj
25,2505D,135,Aleanca për Ardhmërinë e Kosovës,AAK,22,Ferizaj
25,2505D,136,Partia Liberale Egjiptiane,PLE,0,Ferizaj
25,2505D,137,Jedinstvena Goranska Partija,JGP,0,Ferizaj
25,2505D,138,FJALA,FJALA,1,Ferizaj
25,2506D,111,Iniciativa e Re Demokratike e Kosovës,IRDK,2,Ferizaj
25,2506D,112,Kosova Demokratik Türk Partisi,KDTP,0,Ferizaj
25,2506D,113,Koalicija VAKAT,VAKAT,1,Ferizaj
25,2506D,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Ferizaj
25,2506D,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Ferizaj
25,2506D,116,Lëvizja për Bashkëveprim,LpB,2,Ferizaj
25,2506D,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Ferizaj
25,2506D,118,Srpski Demokratski Savez,SDS,0,Ferizaj
25,2506D,119,Srpska Lista,SL,0,Ferizaj
25,2506D,120,Partia Balliste,PB,0,Ferizaj
25,2506D,121,Nisma Socialdemokrate,NISMA,12,Ferizaj
25,2506D,122,Koalicija Zajeno,KZ,0,Ferizaj
25,2506D,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,2,Ferizaj
25,2506D,124,Romani Iniciyativa,RI,0,Ferizaj
25,2506D,125,Socialdemokratska Unija,SDU,0,Ferizaj
25,2506D,126,Kosovaki Nevi Romani Partia,KNRP,0,Ferizaj
25,2506D,127,Lëvizja VETËVENDOSJE!,LV,707,Ferizaj
25,2506D,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,32,Ferizaj
25,2506D,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Ferizaj
