Candidate,Gender,Party_ID,Party,Acronym,Votes
BESNIK ZEJNAJ,M,144,LËVIZJA VETËVENDOSJE!,LVV,53
BETIM BELULI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,19
BETIM BYTYCI,M,144,LËVIZJA VETËVENDOSJE!,LVV,69
BETIM GASHANI,M,144,LËVIZJA VETËVENDOSJE!,LVV,75
BETIM OSMANI,M,189,"INICIATIVA QYTETARE ""MITROVICA""",IQM,19
BETIM SHALA,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,188
BEXHET KUCI,10,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,10337
BEXHET SYLKAJ,M,182,DEMOKRATËT PËR DRENASIN,DD,227
BILALL UKA,M,144,LËVIZJA VETËVENDOSJE!,LVV,21
BILJANA JERINIC,F,187,GI SRPSKA NARODNA SLOGA,GI SNS,33
BILJANA KAPETANOVIC,F,147,SRPSKA LISTA,SL,112
BILJANA MAKSIC,F,147,SRPSKA LISTA,SL,410
BILJANA SPASIC,F,147,SRPSKA LISTA,SL,30
BILJANA VIDOSAVLJEVIC,F,147,SRPSKA LISTA,SL,219
BILJANA VLAJKOVIC,F,147,SRPSKA LISTA,SL,3
BILJANA VUKICEVIC,F,147,SRPSKA LISTA,SL,352
BINAK BERISHA,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,109
BINAK SYLAJ,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,501
BIRSANA RADONCIQ,F,167,PARTIA URA,URA,1
BISLIM ALIU,M,169,UNIONI I BLAKÇORVE,UB,380
BISLIM SHALA,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,229
BISLIME DVORANI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,103
BJONDINA ARIFI,F,149,ALEANCA KOSOVA E RE,AKR,23
BJONDINA KLEQKA,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,248
BJONDINA KRYEZIU,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,118
BLAGOJE ANTANASKOVIC,M,161,NARODNA SLOGA,NS,26
BLEDAR BERISHA,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,313
BLEDAR KRYEZIU,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,250
BLEND KRASNIQI,M,144,LËVIZJA VETËVENDOSJE!,LVV,98
BLENDI HADERGJONAJ,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,19
BLENDIANA SELA,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,86
BLENDINA GASHI,F,144,LËVIZJA VETËVENDOSJE!,LVV,8
BLENDINE SOPI,F,142,PARTIA E DREJTËSISË,PD,4
BLENDONA CAKOLLI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,5
BLENDONA RADI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,109
BLENDRIT ZOGJANI,M,144,LËVIZJA VETËVENDOSJE!,LVV,119
BLEONA BERISHA,F,144,LËVIZJA VETËVENDOSJE!,LVV,87
BLEONA GASHI,F,185,INICIATIVA E THERANDËS,ITH,8
BLEONA ISLAMI,F,144,LËVIZJA VETËVENDOSJE!,LVV,39
BLEONA KELMENDI,F,144,LËVIZJA VETËVENDOSJE!,LVV,113
BLEONA KODRALIU,F,119,NISMA SOCIALDEMOKRATE,NISMA,48
BLEONA LLUGALIU,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,76
BLEONA MEHMETI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,20
BLEONA SADIKU,F,149,ALEANCA KOSOVA E RE,AKR,15
BLEONA ZOGJANI,F,119,NISMA SOCIALDEMOKRATE,NISMA,41
BLEONIS TANUSHI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,7
BLERAND KORQAJ,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,23
BLERANDA ZOGAJ,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,6
BLERDONA RACAJ,F,144,LËVIZJA VETËVENDOSJE!,LVV,58
BLERIM DELIU,M,149,ALEANCA KOSOVA E RE,AKR,2
BLERIM GASHI,M,144,LËVIZJA VETËVENDOSJE!,LVV,230
BLERIM GLLASOVIKU,M,140,LËVIZJA PËR BASHKIM,LB,44
BLERIM HAZIRI,M,144,LËVIZJA VETËVENDOSJE!,LVV,487
BLERIM HYSENI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,260
BLERIM KRASNIQI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,34
BLERIM KRYEZIU,M,102,BALLI KOMBËTAR I KOSOVËS,BKK,14
BLERIM MAKSUTI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,298
BLERIM MORINA,M,119,NISMA SOCIALDEMOKRATE,NISMA,21
BLERIM MURINA,M,144,LËVIZJA VETËVENDOSJE!,LVV,161
BLERIM NIKOCI,M,119,NISMA SOCIALDEMOKRATE,NISMA,43
BLERIM SAHITI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,162
BLERIM SELIMI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,38
BLERIM SHILLOVA,M,127,PARTIA SOCIALDEMOKRATE,PSD,79
BLERIM SHKRETA,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,23
BLERIM THACI,M,119,NISMA SOCIALDEMOKRATE,NISMA,451
BLERIM THAQI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,22
BLERINA ADEMI SAHITI,F,146,FORCA E DIASPORËS,FED,29
BLERINA BAJRAKTARI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,146
BLERINA BERISHA,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,151
BLERINA BUJUPI,F,144,LËVIZJA VETËVENDOSJE!,LVV,98
BLERINA GASHI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,180
BLERINA KASTRATI,F,119,NISMA SOCIALDEMOKRATE,NISMA,0
BLERINA KONJUFCA,F,144,LËVIZJA VETËVENDOSJE!,LVV,140
BLERINA MAKOLLI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,2
BLERINA SHALA,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,244
BLERINA SURDULLI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,57
BLERINE BAJRAMI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,24
BLERON LIKA,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,76
BLERONA MALA,F,116,INICIATIVA QYTETARE PËR SKENDERAJ,IQS,28
BLERTA ASLLANI,F,135,NE MUNDEMI,NM,28
BLERTA FETAHU,F,142,PARTIA E DREJTËSISË,PD,5
BLERTA GASHI,F,142,PARTIA E DREJTËSISË,PD,37
BLERTA GASHI,F,153,ALEANCA SHQIPTARE,ASH,102
BLERTA GECI,F,122,INICIATIVA QYTETARE PROGRESI PËR SKËNDERAJ,IQP,1
BLERTA HALIMI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,238
BLERTA HASHANI,F,144,LËVIZJA VETËVENDOSJE!,LVV,98
BLERTA HAZIZI,F,159,BASHKË PËR SHTËRPCËN,BPSH,109
BLERTA HOXHA,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,0
BLERTA KAJTAZAJ,F,144,LËVIZJA VETËVENDOSJE!,LVV,59
BLERTA KOLLANI-HAJRA,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,78
BLERTA RAHIMI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,110
BLERTA RAMADANI,F,119,NISMA SOCIALDEMOKRATE,NISMA,0
BLERTA REXHEPI,F,128,INICIATIVA QYTETARE PËR KLLOKOT,IQK,29
BLERTA RRAFSHI,F,119,NISMA SOCIALDEMOKRATE,NISMA,37
BLERTA SHANTIRI,F,119,NISMA SOCIALDEMOKRATE,NISMA,36
BLERTE GASHI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,246
BLERTON JAKUPI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,73
BLERTON MEMA,M,149,ALEANCA KOSOVA E RE,AKR,17
BLETA AJETI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,151
BLINERA CAKAJ,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,20
BLINERA LOKAJ,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,149
BOBAN PETROVIC,M,147,SRPSKA LISTA,SL,76
BOBAN STANISAVLJEVIC,M,147,SRPSKA LISTA,SL,38
BOBAN STOJANOVIC,M,147,SRPSKA LISTA,SL,38
BOGDAN DJORDJEVIC,M,145,GI SLOBODA ŠTRPCE,GISŠ,52
BOGDAN KOVACEVIC,M,147,SRPSKA LISTA,SL,38
BOJAN CVETKOVIC,M,187,GI SRPSKA NARODNA SLOGA,GI SNS,43
BOJAN IGNJATOVIC,M,147,SRPSKA LISTA,SL,468
BOJAN KOSTOVIC,M,147,SRPSKA LISTA,SL,867
BOJAN SAICIC,M,170,BOJAN SAICIC,BS,6
BOJAN SIMIC,M,147,SRPSKA LISTA,SL,95
BOJAN STAMENKOVIC,M,147,SRPSKA LISTA,SL,284
BOJAN STEFANOVIC,M,147,SRPSKA LISTA,SL,166
BOJAN TRAJKOVIC,M,161,NARODNA SLOGA,NS,5
BOJAN ZIVIC,M,147,SRPSKA LISTA,SL,258
BOJANA DISIC,F,147,SRPSKA LISTA,SL,4
BOJANA SIMIC,F,147,SRPSKA LISTA,SL,166
BOZA STANOJEVIC,M,147,SRPSKA LISTA,SL,44
BOZICA NISIC,F,187,GI SRPSKA NARODNA SLOGA,GI SNS,20
BOZIDAR SARKOVIC,M,147,SRPSKA LISTA,SL,158
BRAHIM CURRI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,256
BRAHIM GASHI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,232
BRAHIM IMISHTI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,265
BRAHIM MEHMETAJ,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,161
BRAHIM OSMANI,M,144,LËVIZJA VETËVENDOSJE!,LVV,461
BRANISLAV MILOSAVLJEVIC,M,147,SRPSKA LISTA,SL,522
BRANKO KOVACEVIC,M,147,SRPSKA LISTA,SL,558
BRANKO RADOVANOVIC,M,147,SRPSKA LISTA,SL,68
BRENDON MORINA,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,47
BRIKENA KARAVIDAJ,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,330
BRIKENA VLLASALIU,F,144,LËVIZJA VETËVENDOSJE!,LVV,31
BRIKENA ZEQIRI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,386
BRIKENDA KARAQI,F,144,LËVIZJA VETËVENDOSJE!,LVV,80
BRIKENE TOPALLI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,278
BUDIMIR VELJOVIC,M,147,SRPSKA LISTA,SL,589
BUJAR ABDULLAHU,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,142
BUJAR AGUSHOLLI,M,144,LËVIZJA VETËVENDOSJE!,LVV,659
BUJAR BEQIRI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,50
BUJAR BRAHIMI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,203
BUJAR HAJDARI,M,142,PARTIA E DREJTËSISË,PD,0
BUJAR HASANI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,393
BUJAR MEHMETI,M,144,LËVIZJA VETËVENDOSJE!,LVV,38
BUJAR MIROCI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,47
BUJAR NEVZATI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,379
BUJAR PLLANA,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,583
BUJAR PULAJ,M,119,NISMA SOCIALDEMOKRATE,NISMA,228
BUJAR REXHEPI,M,144,LËVIZJA VETËVENDOSJE!,LVV,49
BUJAR SARACI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,175
BUJAR SHABANI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,171
BUJAR SHALA,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,246
BUJAR SYLEJMANI,M,144,LËVIZJA VETËVENDOSJE!,LVV,189
BUJAR VELIU,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,140
BUJAR ZENELI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,103
BUKURIE BUCOLLI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,54
BUKURIE CANOLLI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,183
BUKURIE KRASNIQI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,24
BUKURIE METOLLI,F,108,PARTIA BALLISTE,PB,16
BUKURIJE KUCI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,19
BUKURIJE MAKSUTAJ,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,105
BUKURIJE MUSTAFA,F,140,LËVIZJA PËR BASHKIM,LB,20
BULETIN SEJDIU,M,149,ALEANCA KOSOVA E RE,AKR,2
BULEZA KUCI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,235
BULZA BALA-ATALLAHU,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,32
BUNJAMIN HOTI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,347
BURBUQE BERISHA,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,157
BURBUQE BUDAKOVA,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,3
BURBUQE LEKA,F,144,LËVIZJA VETËVENDOSJE!,LVV,96
BURHAN ARIFI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,31
BURHAN HOTI,M,132,LISTA NDRYSHE,LN,3
BURHAN PAJAZITI,M,140,LËVIZJA PËR BASHKIM,LB,221
BURHAN REXHEPI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,13
BURHAN SALIHU,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,157
BURHAN SERMAXHAJ,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,14
BURIM AZEMI,M,144,LËVIZJA VETËVENDOSJE!,LVV,208
BURIM BEGAJ,M,119,NISMA SOCIALDEMOKRATE,NISMA,233
BURIM GASHI,M,132,LISTA NDRYSHE,LN,12
BURIM GASHI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,34
BURIM GERGURI,M,109,INICIATIVA QYTETARE PËR OBILIQ,IQO,197
BURIM HASANI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,207
BURIM HYSENI,M,119,NISMA SOCIALDEMOKRATE,NISMA,33
BURIM ISMAILI,M,109,INICIATIVA QYTETARE PËR OBILIQ,IQO,226
BURIM JANUZI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,279
BURIM JASHARI,M,144,LËVIZJA VETËVENDOSJE!,LVV,184
BURIM KELMENDI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,58
BURIM KRASNIQI,3,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,3901
BURIM META,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,44
BURIM PACARIZI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,345
BURIM QARRI,M,144,LËVIZJA VETËVENDOSJE!,LVV,200
BURIM SHEHU,M,144,LËVIZJA VETËVENDOSJE!,LVV,199
BURIM ZHARKU,M,144,LËVIZJA VETËVENDOSJE!,LVV,177
BUTRINT BLAKAJ,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,112
BUTRINT GOLAJ,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,295
BUYAR MAZREK,M,103,KOSOVA DEMOKRATİK TÜRK PARTİSİ,KDTP,135
BYLENT DOMANIK,M,149,ALEANCA KOSOVA E RE,AKR,21
BYLENT TERZIQI,M,119,NISMA SOCIALDEMOKRATE,NISMA,9
BYNJAMIN KARABEG,M,103,KOSOVA DEMOKRATİK TÜRK PARTİSİ,KDTP,58
CAFER TACI,M,117,KOSOVA ADALET TÜRK PARTİSİ,KATP,73
CAMIL MAZREK,M,117,KOSOVA ADALET TÜRK PARTİSİ,KATP,86
CENDRESA KRASNIQI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,50
CENE BEHRAMI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,115
CENGIZ BEGOLI,M,103,KOSOVA DEMOKRATİK TÜRK PARTİSİ,KDTP,14
CEVAHIR MAZREK,F,117,KOSOVA ADALET TÜRK PARTİSİ,KATP,41
CEVDET OZDILMEN,M,117,KOSOVA ADALET TÜRK PARTİSİ,KATP,134
CLIRIM GERBESHI,M,144,LËVIZJA VETËVENDOSJE!,LVV,432
CLIRIM SYLA,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,78
CVETA RADOVANOVIC,F,147,SRPSKA LISTA,SL,145
DAFINA ALISHANI,F,144,LËVIZJA VETËVENDOSJE!,LVV,810
DAFINA ARIFI,F,140,LËVIZJA PËR BASHKIM,LB,114
DAFINA BLLACA,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,379
DAFINA DRAGAJ,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,266
DAFINA GASHI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,135
DAFINA KRASNIQI,F,144,LËVIZJA VETËVENDOSJE!,LVV,73
DAFINA MORINA,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,6
DAFINA RRAHMANI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,3
DAFINA RRMOKU,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,105
DAFINA SHABANI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,260
DAFINA SHEHU,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,1
DAFINA VLAHNA,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,55
DAFINA XHEMAJ-VIDISHIQI,F,144,LËVIZJA VETËVENDOSJE!,LVV,41
DAFINE BEHRAMI,F,140,LËVIZJA PËR BASHKIM,LB,4
DALMAT ISMAILI,M,135,NE MUNDEMI,NM,97
DAMIR HALJILJI,M,105,GRADANSKA INICIJATIVA GORE,GiG,45
DAMIR MUAREMI,M,123,KOALICIJA VAKAT,VAKAT,8
DANICA JEVREMOVIC,F,147,SRPSKA LISTA,SL,120
DANICA RADOMIROVIC,F,147,SRPSKA LISTA,SL,140
DANICA VASIC,F,147,SRPSKA LISTA,SL,239
DANIJEL ZIVKOVIC,M,147,SRPSKA LISTA,SL,58
DANIJELA JANICIJEVIC,F,147,SRPSKA LISTA,SL,91
DANIJELA SIMIC,F,161,NARODNA SLOGA,NS,43
DANIJELA SPASIC,F,147,SRPSKA LISTA,SL,50
DANIJELA TRAJKOVIC,F,147,SRPSKA LISTA,SL,21
DANILO PORTIC,M,147,SRPSKA LISTA,SL,6
DANILO ZDRAVKOVIC,M,147,SRPSKA LISTA,SL,241
DANUSH ADEMI,M,178,LISTA E ASHKALIVE,LA,141
DAORSA ARIFI,F,120,INICIATIVA QYTETARE PËR MOGILLËN,IQM,47
DARDAN BERISHA,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,308
DARDAN CAKAJ,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,191
DARDAN KALIQANI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,156
DARDAN KOSUMI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,96
DARDAN KRASNIQI,M,182,DEMOKRATËT PËR DRENASIN,DD,211
DARDAN MEROVCI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,89
DARDAN SHALA,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,393
DARDAN THAQI,M,144,LËVIZJA VETËVENDOSJE!,LVV,81
DARDAN UKAJ,M,144,LËVIZJA VETËVENDOSJE!,LVV,48
DARDAN VESELI,M,149,ALEANCA KOSOVA E RE,AKR,7
DARDAN VRELLA,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,143
DARDANE SOGOJEVA-SHALA,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,224
DARKO KOLASINAC,M,147,SRPSKA LISTA,SL,172
DASHNIM BAJRAMI,M,178,LISTA E ASHKALIVE,LA,0
DASHURIJE GASHI,F,119,NISMA SOCIALDEMOKRATE,NISMA,1
DASMOR DURMISHI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,428
DAUT AZEMI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,852
DAUT BERISHA,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,165
DAUT HARADINAJ,8,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,8638
DAUT MJEKU,M,140,LËVIZJA PËR BASHKIM,LB,116
DAUT MUQAJ,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,208
DEA DUSHI,F,119,NISMA SOCIALDEMOKRATE,NISMA,10
DEFRIM KAFEXHIU,M,144,LËVIZJA VETËVENDOSJE!,LVV,266
DEFRIM KASTRATI,M,149,ALEANCA KOSOVA E RE,AKR,22
DEFRIM ZAJMI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,135
DEHA EMIRI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,13
DEJAN DASIC,M,147,SRPSKA LISTA,SL,3
DEJAN FREMIC,M,147,SRPSKA LISTA,SL,56
DEJAN GURESIC,M,147,SRPSKA LISTA,SL,212
DEJAN JEVTIC,M,147,SRPSKA LISTA,SL,505
DEJAN JOVANOVIC,M,147,SRPSKA LISTA,SL,159
DEJAN MILADINOVIC,M,147,SRPSKA LISTA,SL,210
DEJAN NOJKIC,M,147,SRPSKA LISTA,SL,75
DEJAN RADOJKOVIC,M,147,SRPSKA LISTA,SL,136
DEJAN REPANOVIC,M,147,SRPSKA LISTA,SL,8
DEJAN VASIC,M,147,SRPSKA LISTA,SL,274
DELIZA REXHEPI,F,120,INICIATIVA QYTETARE PËR MOGILLËN,IQM,88
DELVINA SYLAJ,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,123
DELVINA TAHIRSYLAJ,F,149,ALEANCA KOSOVA E RE,AKR,71
DEME AVDIJAJ,M,144,LËVIZJA VETËVENDOSJE!,LVV,236
DEME DERVISHAJ,M,113,LISTA E PAVARUR BEKIM JASHARI,BJ,101
DEME DOQI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,72
DEME MUSAJ,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,23
DEME NIKQI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,141
DEME OSMANAJ,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,121
DEMOKRAT DOMUZETI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,103
DEMOKRAT HODOLLI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,646
DEMOKRAT LIKAJ,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,18
DEMOKRAT ZHUBI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,163
DENIS ADROVIC,M,110,INICJATIVA BOŠNJAČKOG JEDINTSVA,IBJ,46
DENIS HALILAJ,M,131,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,IRDK,10
DENIS KOSOVA,M,103,KOSOVA DEMOKRATİK TÜRK PARTİSİ,KDTP,21
DENIS SKENDERI,M,143,JEDINSTVENA GORANSKA PARTIJA,JGP,9
DENIZ KARAIBO,M,151,YENİLİKÇİ TÜRK HAREKET PARTİSİ,YTHP,55
DENIZA LIMANI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,405
DERVISH BAJRAKTARI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,99
DESHIRE GJOCAJ,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,34
DHURATA JAHAJ-RETKOCERI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,322
DHURATA KRYEZIU,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,164
DHURATA SALIHI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,44
DHURATA XHAHNEMI,F,144,LËVIZJA VETËVENDOSJE!,LVV,176
DHURIM HALABAKU,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,236
DIANA HAJDARI,F,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,PSHDK,103
DIANA HURUGLICA,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,85
DIANA KRASNIQI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,52
DIANA KRYEZIU,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,137
DIANA MEJZINOLLI,F,144,LËVIZJA VETËVENDOSJE!,LVV,377
DIANA QARKAXHIJA,F,144,LËVIZJA VETËVENDOSJE!,LVV,366
DIANA TOSKA,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,304
DIANE THACI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,180
DIBRAN FYLLI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,62
DIEDON RASHITI,M,142,PARTIA E DREJTËSISË,PD,5
DIELLEZA DECANI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,146
DIELLEZA NAMANI,F,144,LËVIZJA VETËVENDOSJE!,LVV,348
DIELLZA AHMETI,F,116,INICIATIVA QYTETARE PËR SKENDERAJ,IQS,3
DIELLZA BADALLI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,48
DIELLZA KURTESHI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,86
DIELLZA LUBISHTANI,F,144,LËVIZJA VETËVENDOSJE!,LVV,299
DIELLZA MURSELI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,12
DIELLZA ZYMBERI,F,149,ALEANCA KOSOVA E RE,AKR,61
DIJAMANT IBRAHIMI,M,149,ALEANCA KOSOVA E RE,AKR,18
DIJAMINA LLUTFIU,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,99
DIJANA MALOKU-XERXA,F,144,LËVIZJA VETËVENDOSJE!,LVV,115
DIJAR LATIFI,M,119,NISMA SOCIALDEMOKRATE,NISMA,21
DINE BALAJ,M,129,INICIATIVA QYTETARE BASHKË PËR ISTOGUN,IBI,21
DINO FERATI,M,167,PARTIA URA,URA,3
DINORE HASANI,F,144,LËVIZJA VETËVENDOSJE!,LVV,61
DINORE HOXHAJ,F,149,ALEANCA KOSOVA E RE,AKR,0
DINORE SYLEJMANI-MAKOLLI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,17
DIONA ISMAJLI,F,103,KOSOVA DEMOKRATİK TÜRK PARTİSİ,KDTP,48
DITJONA STATOVCI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,100
DJELLZA FAZLIJA,F,144,LËVIZJA VETËVENDOSJE!,LVV,6
