id,Polling Center,Candidate,Party_ID,Party,Votes,Municipality
10,1030D,SHAIP SURDULLI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,418,Kamenicë
10,1031D,BEGZAD SINANI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,116,Kamenicë
10,1031D,SHAIP SURDULLI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,177,Kamenicë
10,1032D,BEGZAD SINANI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,145,Kamenicë
10,1032D,SHAIP SURDULLI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,630,Kamenicë
11,1102B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,1518,Mitrovicë
11,1102B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1705,Mitrovicë
11,1102X,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,1884,Mitrovicë
11,1102X,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1859,Mitrovicë
11,1103B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,905,Mitrovicë
11,1103B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,901,Mitrovicë
11,1103X,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,678,Mitrovicë
11,1103X,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,438,Mitrovicë
11,1104B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,1441,Mitrovicë
11,1104B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1427,Mitrovicë
11,1105B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,964,Mitrovicë
11,1105B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,908,Mitrovicë
11,1109B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,393,Mitrovicë
11,1109B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,460,Mitrovicë
11,1111B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,735,Mitrovicë
11,1111B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,637,Mitrovicë
11,1112B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,696,Mitrovicë
11,1112B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,451,Mitrovicë
11,1113B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,223,Mitrovicë
11,1113B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,163,Mitrovicë
11,1114B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,565,Mitrovicë
11,1114B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,149,Mitrovicë
11,1115B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,210,Mitrovicë
11,1115B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,240,Mitrovicë
11,1116B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,434,Mitrovicë
11,1116B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,228,Mitrovicë
11,1117B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,274,Mitrovicë
11,1117B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,202,Mitrovicë
11,1118B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,74,Mitrovicë
11,1118B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,71,Mitrovicë
11,1119B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,0,Mitrovicë
11,1119B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,2,Mitrovicë
11,1120B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,93,Mitrovicë
11,1120B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,70,Mitrovicë
11,1121B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,202,Mitrovicë
11,1121B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,226,Mitrovicë
11,1122B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,345,Mitrovicë
11,1122B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,193,Mitrovicë
11,1123B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,5,Mitrovicë
11,1123B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,37,Mitrovicë
11,1124B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,1,Mitrovicë
11,1124B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,35,Mitrovicë
11,1125B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,38,Mitrovicë
11,1125B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,44,Mitrovicë
11,1126B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,23,Mitrovicë
11,1126B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,42,Mitrovicë
11,1127B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,69,Mitrovicë
11,1127B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,93,Mitrovicë
11,1128B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,144,Mitrovicë
11,1128B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,154,Mitrovicë
11,1129B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,110,Mitrovicë
11,1129B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,285,Mitrovicë
11,1130B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,64,Mitrovicë
11,1130B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,57,Mitrovicë
11,1132B,AGIM BAHTIRI,89,AKR - ALEANCA KOSOVA E RE,90,Mitrovicë
11,1132B,AVNI KASTRATI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,82,Mitrovicë
13,1301E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,1020,Lipjan
13,1301E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,697,Lipjan
13,1301X,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,728,Lipjan
13,1301X,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,538,Lipjan
13,1302E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,1506,Lipjan
13,1302E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1120,Lipjan
13,1303E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,920,Lipjan
13,1303E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,749,Lipjan
13,1304E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,261,Lipjan
13,1304E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1031,Lipjan
13,1305E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,464,Lipjan
13,1305E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,927,Lipjan
13,1306E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,698,Lipjan
13,1306E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,620,Lipjan
13,1307E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,1647,Lipjan
13,1307E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1184,Lipjan
13,1308E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,731,Lipjan
13,1308E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,499,Lipjan
13,1311E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,111,Lipjan
13,1311E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,111,Lipjan
13,1314E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,110,Lipjan
13,1314E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,36,Lipjan
13,1315E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,36,Lipjan
13,1315E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,80,Lipjan
13,1316E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,38,Lipjan
13,1316E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,52,Lipjan
13,1317E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,1012,Lipjan
13,1317E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,623,Lipjan
13,1319E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,56,Lipjan
13,1319E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,46,Lipjan
13,1320E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,38,Lipjan
13,1320E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,15,Lipjan
13,1322E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,992,Lipjan
13,1322E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,425,Lipjan
13,1323E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,960,Lipjan
13,1323E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,626,Lipjan
13,1324E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,408,Lipjan
13,1324E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,608,Lipjan
13,1325E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,1149,Lipjan
13,1325E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,806,Lipjan
13,1326E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,343,Lipjan
13,1326E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,488,Lipjan
13,1327E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,524,Lipjan
13,1327E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,246,Lipjan
13,1328E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,618,Lipjan
13,1328E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,684,Lipjan
13,1329E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,394,Lipjan
13,1329E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,218,Lipjan
13,1330E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,391,Lipjan
13,1330E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,322,Lipjan
13,1331E,IMRI AHMETI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,430,Lipjan
13,1331E,SHUKRI BUJA,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,574,Lipjan
14,1401D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,339,Novobërdë
14,1401D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,6,Novobërdë
14,1402D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,561,Novobërdë
14,1402D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,10,Novobërdë
14,1403D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,28,Novobërdë
14,1403D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,326,Novobërdë
14,1404D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,30,Novobërdë
14,1404D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,243,Novobërdë
14,1406D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,11,Novobërdë
14,1406D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,97,Novobërdë
14,1407D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,114,Novobërdë
14,1407D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,3,Novobërdë
14,1408D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,391,Novobërdë
14,1408D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,1,Novobërdë
14,1409D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,160,Novobërdë
14,1409D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,13,Novobërdë
14,1410D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,13,Novobërdë
14,1410D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,144,Novobërdë
14,1411D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,14,Novobërdë
14,1411D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,117,Novobërdë
14,1412D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,30,Novobërdë
14,1412D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,515,Novobërdë
14,1413D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,21,Novobërdë
14,1413D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,213,Novobërdë
14,1414D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,3,Novobërdë
14,1414D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,188,Novobërdë
14,1415D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,184,Novobërdë
14,1415D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,776,Novobërdë
14,1416D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,1,Novobërdë
14,1416D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,56,Novobërdë
14,1417D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,3,Novobërdë
14,1417D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,58,Novobërdë
14,1418D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,8,Novobërdë
14,1418D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,106,Novobërdë
14,1419D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,61,Novobërdë
14,1419D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,1,Novobërdë
14,1420D,BAJRUSH YMERI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,250,Novobërdë
14,1420D,SVETISLAV IVANOVIĆ,126,G.I.SRPSKA,19,Novobërdë
15,1501E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,1491,Obiliq
15,1501E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,1726,Obiliq
15,1502E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,637,Obiliq
15,1502E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,801,Obiliq
15,1503E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,364,Obiliq
15,1503E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,444,Obiliq
15,1504E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,185,Obiliq
15,1504E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,282,Obiliq
15,1505E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,532,Obiliq
15,1505E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,376,Obiliq
15,1507E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,110,Obiliq
15,1507E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,95,Obiliq
15,1509E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,54,Obiliq
15,1509E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,40,Obiliq
15,1511E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,40,Obiliq
15,1511E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,48,Obiliq
15,1512E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,187,Obiliq
15,1512E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,151,Obiliq
15,1514E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,18,Obiliq
15,1514E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,8,Obiliq
15,1515E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,1,Obiliq
15,1515E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,1,Obiliq
15,1519E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,182,Obiliq
15,1519E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,545,Obiliq
15,1520E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,674,Obiliq
15,1520E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,564,Obiliq
15,1521E,MEHMET KRASNIQI,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,104,Obiliq
15,1521E,XHAFER GASHI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,265,Obiliq
16,1601A,IDRIZ VEHAPI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1971,Rahovec
16,1601A,SMAJL LATIFI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,629,Rahovec
16,1602A,IDRIZ VEHAPI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,848,Rahovec
16,1602A,SMAJL LATIFI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,323,Rahovec
16,1602X,IDRIZ VEHAPI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,736,Rahovec
16,1602X,SMAJL LATIFI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,219,Rahovec
16,1603A,IDRIZ VEHAPI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,151,Rahovec
16,1603A,SMAJL LATIFI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,153,Rahovec
16,1604A,IDRIZ VEHAPI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,98,Rahovec
16,1604A,SMAJL LATIFI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,197,Rahovec
16,1605A,IDRIZ VEHAPI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,205,Rahovec
16,1605A,SMAJL LATIFI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,50,Rahovec
16,1606A,IDRIZ VEHAPI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,128,Rahovec
16,1606A,SMAJL LATIFI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,129,Rahovec
16,1607A,IDRIZ VEHAPI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,245,Rahovec
16,1607A,SMAJL LATIFI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,198,Rahovec
16,1608A,IDRIZ VEHAPI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,610,Rahovec
16,1608A,SMAJL LATIFI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,1155,Rahovec
16,1609A,IDRIZ VEHAPI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,483,Rahovec
16,1609A,SMAJL LATIFI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,377,Rahovec
16,1610A,IDRIZ VEHAPI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,514,Rahovec
16,1610A,SMAJL LATIFI,62,AAK-LDD ALEANCA PËR ARDHMËRINË E KOSOVËS LDD,642,Rahovec
16,1611A,IDRIZ VEHAPI,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,223,Rahovec
