"","date","id","municipality","cadastral_zone","confirmed"
"11123",2020-12-02,"19","Prishtinë","Matiqan",0
"11124",2020-12-02,"19","Prishtinë","Mramor",2
"11125",2020-12-02,"19","Prishtinë","Orlloviq",0
"11126",2020-12-02,"19","Prishtinë","Prapashticë",1
"11127",2020-12-02,"19","Prishtinë","Prishtinë",263
"11128",2020-12-02,"19","Prishtinë","Prugoc",1
"11129",2020-12-02,"19","Prishtinë","Sofali",0
"11130",2020-12-02,"19","Prishtinë","Trudë",1
"11131",2020-12-02,"19","Prishtinë","Vranidoll",0
"11132",2020-12-02,"20","Prizren","Prizren",11
"11133",2020-12-02,"16","Rahovec","Rahovec",6
"11134",2020-12-02,"16","Rahovec","Ratkoc",1
"11135",2020-12-02,"16","Rahovec","Xerxe",1
"11136",2020-12-02,"23","Shtërpcë","Brod",1
"11137",2020-12-02,"22","Shtime","Davidoc",2
"11138",2020-12-02,"22","Shtime","Godanc i Epërm",2
"11139",2020-12-02,"22","Shtime","Mollopolc",1
"11140",2020-12-02,"22","Shtime","Muzeqinë",1
"11141",2020-12-02,"22","Shtime","Pjetershticë",2
"11142",2020-12-02,"22","Shtime","Rashnicë",1
"11143",2020-12-02,"22","Shtime","Shtime",3
"11144",2020-12-02,"21","Skënderaj","Klinë e Epërme",1
"11145",2020-12-02,"21","Skënderaj","Pluzhinë",1
"11146",2020-12-02,"21","Skënderaj","Skënderaj",1
"11147",2020-12-02,"21","Skënderaj","Syriganë",1
"11148",2020-12-02,"24","Suharekë","Studentçan",1
"11149",2020-12-02,"24","Suharekë","Suharekë",1
"11150",2020-12-02,"26","Viti","Kabash",2
"11151",2020-12-02,"26","Viti","Ramjen",2
"11152",2020-12-02,"26","Viti","Ramnishtë",1
"11153",2020-12-02,"26","Viti","Sadovine e jerlive",1
"11154",2020-12-02,"26","Viti","Viti",6
"11155",2020-12-02,"27","Vushtrri","Stanovc i poshtem",1
"11156",2020-12-02,"27","Vushtrri","Vushtrri",4
"11157",2020-12-03,"1","Deçan","Deçan",1
"11158",2020-12-03,"1","Deçan","Isniq",1
"11159",2020-12-03,"1","Deçan","Shaptej",1
"11160",2020-12-03,"1","Deçan","Strellc i Epërm",2
"11161",2020-12-03,"5","Dragash","Dragash",1
"11162",2020-12-03,"3","Drenas","Drenas",3
"11163",2020-12-03,"3","Drenas","Fushticë e Poshtme",1
"11164",2020-12-03,"3","Drenas","Komoran",1
"11165",2020-12-03,"3","Drenas","Korroticë e Epërme",1
"11166",2020-12-03,"3","Drenas","Poklek",1
"11167",2020-12-03,"25","Ferizaj","Ferizaj",8
"11168",2020-12-03,"25","Ferizaj","Komogllavë",1
"11169",2020-12-03,"25","Ferizaj","Lloshkobare",1
"11170",2020-12-03,"25","Ferizaj","Sojevë",1
"11171",2020-12-03,"9","Fushë Kosovë","Bardh i Madh",3
"11172",2020-12-03,"9","Fushë Kosovë","Fushë Kosovë",20
"11173",2020-12-03,"2","Gjakovë","Cermjan",1
"11174",2020-12-03,"2","Gjakovë","Devë",1
"11175",2020-12-03,"2","Gjakovë","Dobrixhë",1
"11176",2020-12-03,"2","Gjakovë","Gjakovë",16
"11177",2020-12-03,"2","Gjakovë","Jahoc",2
"11178",2020-12-03,"2","Gjakovë","Novosellë e epërme",1
"11179",2020-12-03,"2","Gjakovë","Novosellë e poshtme",1
"11180",2020-12-03,"2","Gjakovë","Smolicë",1
"11181",2020-12-03,"2","Gjakovë","Trakaniq",1
"11182",2020-12-03,"4","Gjilan","Cernicë",1
"11183",2020-12-03,"4","Gjilan","Gjilan",22
"11184",2020-12-03,"4","Gjilan","Livoç i Poshtëm",2
"11185",2020-12-03,"4","Gjilan","Llovcë",1
"11186",2020-12-03,"4","Gjilan","Perlepnicë",1
"11187",2020-12-03,"4","Gjilan","Shillovë",1
"11188",2020-12-03,"4","Gjilan","Verbice e zhegocit",1
"11189",2020-12-03,"33","Hani i Elezit","Hani i Elezit",1
"11190",2020-12-03,"7","Kaçanik","Biqec",1
"11191",2020-12-03,"10","Kamenicë","Hogosh",3
"11192",2020-12-03,"10","Kamenicë","Kamenicë",6
"11193",2020-12-03,"10","Kamenicë","Kopernicë",1
"11194",2020-12-03,"10","Kamenicë","Muçivercë",1
"11195",2020-12-03,"10","Kamenicë","Petroc",1
"11196",2020-12-03,"8","Klinë","Gllarevë",1
"11197",2020-12-03,"8","Klinë","Klinë",1
"11198",2020-12-03,"8","Klinë","Videjë",1
"11199",2020-12-03,"37","Kllokot","Mogillë",2
"11200",2020-12-03,"13","Lipjan","Babush i Muhacherve",1
"11201",2020-12-03,"13","Lipjan","Dobrajë e Madhe",2
"11202",2020-12-03,"13","Lipjan","Gumnasellë",1
"11203",2020-12-03,"13","Lipjan","Lipjan",3
"11204",2020-12-03,"13","Lipjan","Medvec - LP",1
"11205",2020-12-03,"13","Lipjan","Poturoc",1
"11206",2020-12-03,"13","Lipjan","Qylagë",2
"11207",2020-12-03,"30","Malishevë","Bellanicë",1
"11208",2020-12-03,"30","Malishevë","Damanek",2
"11209",2020-12-03,"30","Malishevë","Guriç",1
"11210",2020-12-03,"30","Malishevë","Malishevë",1
"11211",2020-12-03,"11","Mitrovicë","Bare",2
"11212",2020-12-03,"11","Mitrovicë","Kçiq i Madh",3
"11213",2020-12-03,"11","Mitrovicë","Mitrovicë",23
"11214",2020-12-03,"11","Mitrovicë","Shipol",2
"11215",2020-12-03,"11","Mitrovicë","Vaganicë",1
"11216",2020-12-03,"11","Mitrovicë","Vidishiq",1
"11217",2020-12-03,"11","Mitrovicë","Vinarci i Poshtëm",1
"11218",2020-12-03,"11","Mitrovicë","Zhabar i Poshtem",1
"11219",2020-12-03,"15","Obiliq","Babimoc",1
"11220",2020-12-03,"15","Obiliq","Leshkoviq",1
"11221",2020-12-03,"15","Obiliq","Obiliq",9
"11222",2020-12-03,"17","Pejë","Barani",1
"11223",2020-12-03,"17","Pejë","Broliq",1
"11224",2020-12-03,"17","Pejë","Novosellë - PJ",1
"11225",2020-12-03,"17","Pejë","Pejë",7
"11226",2020-12-03,"17","Pejë","Ramunë",1
"11227",2020-12-03,"17","Pejë","Vitomiricë",1
"11228",2020-12-03,"18","Podujevë","Bajqinë",1
"11229",2020-12-03,"18","Podujevë","Balloc",1
"11230",2020-12-03,"18","Podujevë","Dumosh",2
"11231",2020-12-03,"18","Podujevë","Gllamnik",3
"11232",2020-12-03,"18","Podujevë","Konushec",1
"11233",2020-12-03,"18","Podujevë","Lupç i Poshtëm",3
"11234",2020-12-03,"18","Podujevë","Podujevë",10
"11235",2020-12-03,"18","Podujevë","Popovë",1
"11236",2020-12-03,"18","Podujevë","Sfeqël",4
"11237",2020-12-03,"18","Podujevë","Shajkoc",1
"11238",2020-12-03,"18","Podujevë","Sibofc i poshtëm",1
"11239",2020-12-03,"19","Prishtinë","Bardhosh",3
"11240",2020-12-03,"19","Prishtinë","Barilevë",1
"11241",2020-12-03,"19","Prishtinë","Bërnicë e epërme",1
"11242",2020-12-03,"19","Prishtinë","Bërnicë e Epërme",0
"11243",2020-12-03,"19","Prishtinë","Bërnice e poshtme",0
"11244",2020-12-03,"19","Prishtinë","Hajvali",4
"11245",2020-12-03,"19","Prishtinë","Kolovicë",1
"11246",2020-12-03,"19","Prishtinë","Lebanë",0
"11247",2020-12-03,"19","Prishtinë","Llukar",0
"11248",2020-12-03,"19","Prishtinë","Makoc",0
"11249",2020-12-03,"19","Prishtinë","Marec",0
"11250",2020-12-03,"19","Prishtinë","Matiqan",0
"11251",2020-12-03,"19","Prishtinë","Orlloviq",1
"11252",2020-12-03,"19","Prishtinë","Prapashticë",1
"11253",2020-12-03,"19","Prishtinë","Prishtinë",192
"11254",2020-12-03,"19","Prishtinë","Prugoc",0
"11255",2020-12-03,"19","Prishtinë","Siqevë",1
"11256",2020-12-03,"19","Prishtinë","Sofali",0
"11257",2020-12-03,"19","Prishtinë","Trudë",0
"11258",2020-12-03,"20","Prizren","Prizren",9
"11259",2020-12-03,"20","Prizren","Vlashnjë",2
"11260",2020-12-03,"16","Rahovec","Polluzhë",1
"11261",2020-12-03,"16","Rahovec","Vranjak",1
"11262",2020-12-03,"35","Ranillug","Ranillug",1
"11263",2020-12-03,"22","Shtime","Shtime",1
"11264",2020-12-03,"21","Skënderaj","Makërmal",4
"11265",2020-12-03,"21","Skënderaj","Skënderaj",2
"11266",2020-12-03,"24","Suharekë","Dobërdelan",1
"11267",2020-12-03,"24","Suharekë","Gelancë",2
"11268",2020-12-03,"24","Suharekë","Grejkoc",1
"11269",2020-12-03,"24","Suharekë","Mushtisht",1
"11270",2020-12-03,"24","Suharekë","Samadrexhë",2
"11271",2020-12-03,"24","Suharekë","Studentçan",1
"11272",2020-12-03,"24","Suharekë","Suharekë",6
"11273",2020-12-03,"24","Suharekë","Vraniq",1
"11274",2020-12-03,"26","Viti","Budrikë e Epërme",2
"11275",2020-12-03,"26","Viti","Pozhoran",2
"11276",2020-12-03,"26","Viti","Radivojc",1
"11277",2020-12-03,"26","Viti","Sllatinë - VT",1
"11278",2020-12-03,"26","Viti","Vërban",1
"11279",2020-12-03,"27","Vushtrri","Begaj",2
"11280",2020-12-03,"27","Vushtrri","Bukosh - VU",1
"11281",2020-12-03,"27","Vushtrri","Sllatinë",1
"11282",2020-12-03,"27","Vushtrri","Smekornicë",1
"11283",2020-12-03,"27","Vushtrri","Stanoc i Epërm",1
"11284",2020-12-03,"27","Vushtrri","Stanovc i poshtem",1
"11285",2020-12-03,"27","Vushtrri","Vushtrri",2
"11286",2020-12-04,"1","Deçan","Carrabreg",1
"11287",2020-12-04,"1","Deçan","Deçan",1
"11288",2020-12-04,"1","Deçan","Drenoc - DÇ",1
"11289",2020-12-04,"5","Dragash","Dragash",1
"11290",2020-12-04,"3","Drenas","Çikatovë e Re",1
"11291",2020-12-04,"3","Drenas","Dobrashec",3
"11292",2020-12-04,"3","Drenas","Drenas",4
"11293",2020-12-04,"3","Drenas","Gllobar",1
"11294",2020-12-04,"3","Drenas","Kishnarekë",2
"11295",2020-12-04,"3","Drenas","Komoran",1
"11296",2020-12-04,"3","Drenas","Korroticë e Epërme",1
"11297",2020-12-04,"3","Drenas","Poklek",2
"11298",2020-12-04,"3","Drenas","Tërstenik - DR",1
"11299",2020-12-04,"3","Drenas","Vasilevë",1
"11300",2020-12-04,"3","Drenas","Zabel i Poshtëm",1
"11301",2020-12-04,"25","Ferizaj","Babush i Muhacherve",1
"11302",2020-12-04,"25","Ferizaj","Ferizaj",23
"11303",2020-12-04,"25","Ferizaj","Komogllavë",1
"11304",2020-12-04,"25","Ferizaj","Lloshkobare",1
"11305",2020-12-04,"25","Ferizaj","Mirash",1
"11306",2020-12-04,"25","Ferizaj","Nerodime e Epërme",1
"11307",2020-12-04,"25","Ferizaj","Nerodime e Poshtme",1
"11308",2020-12-04,"25","Ferizaj","Prelez i Jerlive",1
"11309",2020-12-04,"25","Ferizaj","Zaskok",1
"11310",2020-12-04,"25","Ferizaj","Zllatar",1
"11311",2020-12-04,"9","Fushë Kosovë","Bardh i Madh",1
"11312",2020-12-04,"9","Fushë Kosovë","Fushë Kosovë",22
"11313",2020-12-04,"9","Fushë Kosovë","Henci",2
"11314",2020-12-04,"9","Fushë Kosovë","Pomozotin",1
"11315",2020-12-04,"9","Fushë Kosovë","Sllatinë - FK",2
"11316",2020-12-04,"2","Gjakovë","Brekoc",2
"11317",2020-12-04,"2","Gjakovë","Damjan",1
"11318",2020-12-04,"2","Gjakovë","Dujakë",1
"11319",2020-12-04,"2","Gjakovë","Gjakova Jasht Qytetit",7
"11320",2020-12-04,"2","Gjakovë","Korenicë",2
"11321",2020-12-04,"2","Gjakovë","Orizë",1
"11322",2020-12-04,"2","Gjakovë","Pjetershan",1
"11323",2020-12-04,"4","Gjilan","Bilincë",1
"11324",2020-12-04,"4","Gjilan","Cernicë",3
"11325",2020-12-04,"4","Gjilan","Dobërçan",2
"11326",2020-12-04,"4","Gjilan","Gadishë",1
"11327",2020-12-04,"4","Gjilan","Gjilan",40
"11328",2020-12-04,"4","Gjilan","Malishevë - GL",3
"11329",2020-12-04,"4","Gjilan","Pogragje",1
"11330",2020-12-04,"4","Gjilan","Verbice e zhegocit",1
"11331",2020-12-04,"4","Gjilan","Zhegër",2
"11332",2020-12-04,"6","Istog","Banjë",1
"11333",2020-12-04,"6","Istog","Istog",1
"11334",2020-12-04,"6","Istog","Llukac i Begut",1
"11335",2020-12-04,"6","Istog","Orrobërdë",1
"11336",2020-12-04,"6","Istog","Tomoc",1
"11337",2020-12-04,"7","Kaçanik","Kaçanik",2
"11338",2020-12-04,"7","Kaçanik","Kovaçec",1
"11339",2020-12-04,"10","Kamenicë","Kamenicë",7
"11340",2020-12-04,"10","Kamenicë","Novosellë - KM",1
"11341",2020-12-04,"10","Kamenicë","Rogacicë",2
"11342",2020-12-04,"10","Kamenicë","Shipanicë e epërme",1
"11343",2020-12-04,"10","Kamenicë","Topanicë",2
"11344",2020-12-04,"8","Klinë","Klinë",2
"11345",2020-12-04,"8","Klinë","Rudicë",1
"11346",2020-12-04,"8","Klinë","Shtupel",1
"11347",2020-12-04,"8","Klinë","Zllakuqan",1
"11348",2020-12-04,"37","Kllokot","Mogillë",1
"11349",2020-12-04,"13","Lipjan","Babush i Muhacherve",1
"11350",2020-12-04,"13","Lipjan","Gadime e Ulët",2
"11351",2020-12-04,"13","Lipjan","Gllogoc - LP",1
"11352",2020-12-04,"13","Lipjan","Janjevë",1
"11353",2020-12-04,"13","Lipjan","Kojskë",1
"11354",2020-12-04,"13","Lipjan","Lipjan",6
"11355",2020-12-04,"13","Lipjan","Llugaxhi",2
"11356",2020-12-04,"13","Lipjan","Medvec - LP",1
"11357",2020-12-04,"13","Lipjan","Sllovi",3
"11358",2020-12-04,"13","Lipjan","Smallushë",1
"11359",2020-12-04,"13","Lipjan","Torinë",1
"11360",2020-12-04,"13","Lipjan","Vërshec - LP",3
"11361",2020-12-04,"30","Malishevë","Astrazup",1
"11362",2020-12-04,"30","Malishevë","Banjë",1
"11363",2020-12-04,"30","Malishevë","Damanek",1
"11364",2020-12-04,"30","Malishevë","Malishevë",1
"11365",2020-12-04,"30","Malishevë","Senik",1
"11366",2020-12-04,"30","Malishevë","Turjakë",1
"11367",2020-12-04,"30","Malishevë","Vermicë",1
"11368",2020-12-04,"11","Mitrovicë","Kçiq i Madh",7
"11369",2020-12-04,"11","Mitrovicë","Kushtovë",1
"11370",2020-12-04,"11","Mitrovicë","Kutlloc",1
"11371",2020-12-04,"11","Mitrovicë","Mitrovicë",14
"11372",2020-12-04,"11","Mitrovicë","Rekë",4
"11373",2020-12-04,"11","Mitrovicë","Shipol",3
"11374",2020-12-04,"11","Mitrovicë","Shupkofc",2
"11375",2020-12-04,"11","Mitrovicë","Vaganicë",5
"11376",2020-12-04,"11","Mitrovicë","Vërbnicë",1
"11377",2020-12-04,"11","Mitrovicë","Vidishiq",1
"11378",2020-12-04,"11","Mitrovicë","Vinarci i Poshtëm",1
"11379",2020-12-04,"11","Mitrovicë","Zabërxh",1
"11380",2020-12-04,"11","Mitrovicë","Zhabar i Eperm",3
"11381",2020-12-04,"11","Mitrovicë","Zhabar i Poshtem",2
"11382",2020-12-04,"15","Obiliq","Mazgit",2
"11383",2020-12-04,"15","Obiliq","Milloshevë",2
"11384",2020-12-04,"15","Obiliq","Obiliq",4
"11385",2020-12-04,"15","Obiliq","Siboc",1
"11386",2020-12-04,"17","Pejë","Loxhë",2
"11387",2020-12-04,"17","Pejë","Nabërgjan",1
"11388",2020-12-04,"17","Pejë","Pejë",13
"11389",2020-12-04,"17","Pejë","Radafc",1
"11390",2020-12-04,"18","Podujevë","Bradash",1
"11391",2020-12-04,"18","Podujevë","Dobërdol - PD",1
"11392",2020-12-04,"18","Podujevë","Dobratin - PD",2
"11393",2020-12-04,"18","Podujevë","Dumosh",2
"11394",2020-12-04,"18","Podujevë","Gllamnik",2
"11395",2020-12-04,"18","Podujevë","Llugë",1
"11396",2020-12-04,"18","Podujevë","Lupç i Poshtëm",1
"11397",2020-12-04,"18","Podujevë","Podujevë",10
"11398",2020-12-04,"18","Podujevë","Shajkoc",1
"11399",2020-12-04,"19","Prishtinë","Bardhosh",1
"11400",2020-12-04,"19","Prishtinë","Barilevë",2
"11401",2020-12-04,"19","Prishtinë","Bërnicë e epërme",1
"11402",2020-12-04,"19","Prishtinë","Hajvali",2
"11403",2020-12-04,"19","Prishtinë","Kolovicë",4
"11404",2020-12-04,"19","Prishtinë","Mramor",1
"11405",2020-12-04,"19","Prishtinë","Prishtinë",187
"11406",2020-12-04,"20","Prizren","Gjonaj",1
"11407",2020-12-04,"20","Prizren","Krajk",1
"11408",2020-12-04,"20","Prizren","Piranë",1
"11409",2020-12-04,"20","Prizren","Prizren",12
"11410",2020-12-04,"20","Prizren","Reçan",1
"11411",2020-12-04,"20","Prizren","Velezhë",1
"11412",2020-12-04,"20","Prizren","Zhur",1
"11413",2020-12-04,"16","Rahovec","Bellacerke",1
"11414",2020-12-04,"16","Rahovec","Hoqa e vogël",1
"11415",2020-12-04,"16","Rahovec","Opterushë",1
"11416",2020-12-04,"16","Rahovec","Rahovec",1
"11417",2020-12-04,"16","Rahovec","Ratkoc",1
"11418",2020-12-04,"22","Shtime","Gjurkoc",2
"11419",2020-12-04,"22","Shtime","Muzeqinë",1
"11420",2020-12-04,"22","Shtime","Pjetershticë",1
"11421",2020-12-04,"21","Skënderaj","Baks",1
"11422",2020-12-04,"21","Skënderaj","Llaushë",1
"11423",2020-12-04,"21","Skënderaj","Polac i Ri",1
"11424",2020-12-04,"21","Skënderaj","Turiqec - SK",1
"11425",2020-12-04,"24","Suharekë","Duhël",1
"11426",2020-12-04,"24","Suharekë","Grejkoc",1
"11427",2020-12-04,"24","Suharekë","Sallagrazhdë",1
"11428",2020-12-04,"24","Suharekë","Sopijë",1
"11429",2020-12-04,"24","Suharekë","Suharekë",3
"11430",2020-12-04,"26","Viti","Drobesh",1
"11431",2020-12-04,"26","Viti","Kabash",2
"11432",2020-12-04,"26","Viti","Pozhoran",4
"11433",2020-12-04,"26","Viti","Radivojc",1
"11434",2020-12-04,"26","Viti","Smirë",1
"11435",2020-12-04,"26","Viti","Vërban",1
"11436",2020-12-04,"26","Viti","Viti",1
"11437",2020-12-04,"27","Vushtrri","Duboc",1
"11438",2020-12-04,"27","Vushtrri","Pantinë",2
"11439",2020-12-04,"27","Vushtrri","Stanoc i Epërm",1
"11440",2020-12-04,"27","Vushtrri","Vushtrri",7
"11441",2020-12-04,"28","Zubin Potok","Zubin Potok",1
"11442",2020-12-05,"1","Deçan","Baballoq",2
"11443",2020-12-05,"1","Deçan","Carrabreg",2
"11444",2020-12-05,"1","Deçan","Deçan",2
"11445",2020-12-05,"1","Deçan","Isniq",2
"11446",2020-12-05,"1","Deçan","Strellc i Epërm",1
"11447",2020-12-05,"1","Deçan","Strellc i Ulët",1
"11448",2020-12-05,"5","Dragash","Brezne",1
"11449",2020-12-05,"3","Drenas","Abri e epërme",1
"11450",2020-12-05,"3","Drenas","Arllat",1
"11451",2020-12-05,"3","Drenas","Drenas",5
"11452",2020-12-05,"3","Drenas","Gllanasellë",1
"11453",2020-12-05,"3","Drenas","Godancë",1
"11454",2020-12-05,"3","Drenas","Komoran",2
"11455",2020-12-05,"3","Drenas","Korroticë e Epërme",1
"11456",2020-12-05,"3","Drenas","Sankoc",2
"11457",2020-12-05,"3","Drenas","Shtrumbullovë",1
"11458",2020-12-05,"3","Drenas","Verboc",1
"11459",2020-12-05,"25","Ferizaj","Bibaj",1
"11460",2020-12-05,"25","Ferizaj","Ferizaj",7
"11461",2020-12-05,"25","Ferizaj","Kosinë",1
"11462",2020-12-05,"9","Fushë Kosovë","Bardh i Vogël",1
"11463",2020-12-05,"9","Fushë Kosovë","Fushë Kosovë",19
"11464",2020-12-05,"9","Fushë Kosovë","Miradi e Poshtme",1
"11465",2020-12-05,"9","Fushë Kosovë","Sllatinë - FK",4
"11466",2020-12-05,"2","Gjakovë","Gjakovë",18
"11467",2020-12-05,"2","Gjakovë","Nivokaz",1
"11468",2020-12-05,"2","Gjakovë","Racaj",1
"11469",2020-12-05,"4","Gjilan","Dobërçan",1
"11470",2020-12-05,"4","Gjilan","Gjilan",8
"11471",2020-12-05,"4","Gjilan","Malishevë - GL",2
"11472",2020-12-05,"4","Gjilan","Verbice e zhegocit",1
"11473",2020-12-05,"4","Gjilan","Zhegër",2
"11474",2020-12-05,"33","Hani i Elezit","Hani i Elezit",1
"11475",2020-12-05,"6","Istog","Istog",1
"11476",2020-12-05,"6","Istog","Kaliçan",3
"11477",2020-12-05,"6","Istog","Tomoc",1
"11478",2020-12-05,"6","Istog","﻿Trubuhoc",1
"11479",2020-12-05,"6","Istog","Vrellë",1
"11480",2020-12-05,"7","Kaçanik","Kaçanik",3
"11481",2020-12-05,"10","Kamenicë","Hodonoc",1
"11482",2020-12-05,"10","Kamenicë","Krilevë",1
"11483",2020-12-05,"10","Kamenicë","Muçivercë",1
"11484",2020-12-05,"10","Kamenicë","Novosellë - KM",2
"11485",2020-12-05,"10","Kamenicë","Strezoc",1
"11486",2020-12-05,"8","Klinë","Klinë",1
"11487",2020-12-05,"8","Klinë","Sferkë",1
"11488",2020-12-05,"13","Lipjan","Baicë",1
"11489",2020-12-05,"13","Lipjan","Banullë",1
"11490",2020-12-05,"13","Lipjan","Dobrajë e Madhe",1
"11491",2020-12-05,"13","Lipjan","Gadime e Epërme",1
"11492",2020-12-05,"13","Lipjan","Gadime e Ulët",1
"11493",2020-12-05,"13","Lipjan","Gumnasellë",1
"11494",2020-12-05,"13","Lipjan","Hallaq i Vogël",1
"11495",2020-12-05,"13","Lipjan","Lipjan",7
"11496",2020-12-05,"13","Lipjan","Llugaxhi",2
"11497",2020-12-05,"13","Lipjan","Qylagë",2
"11498",2020-12-05,"13","Lipjan","Smallushë",1
"11499",2020-12-05,"13","Lipjan","Topliqan",2
"11500",2020-12-05,"30","Malishevë","Ballincë",2
"11501",2020-12-05,"30","Malishevë","Banjë",2
"11502",2020-12-05,"30","Malishevë","Malishevë",3
"11503",2020-12-05,"30","Malishevë","Pagarushë",1
"11504",2020-12-05,"11","Mitrovicë","Frashër",1
"11505",2020-12-05,"11","Mitrovicë","Kçiq i Madh",1
"11506",2020-12-05,"11","Mitrovicë","Mitrovicë",11
"11507",2020-12-05,"11","Mitrovicë","Shipol",2
"11508",2020-12-05,"15","Obiliq","Carravodicë",1
"11509",2020-12-05,"15","Obiliq","Mazgit",1
"11510",2020-12-05,"15","Obiliq","Obiliq",6
"11511",2020-12-05,"17","Pejë","Novosellë - PJ",1
"11512",2020-12-05,"17","Pejë","Ozdrim",1
"11513",2020-12-05,"17","Pejë","Pejë",17
"11514",2020-12-05,"17","Pejë","Raushiq",1
"11515",2020-12-05,"17","Pejë","Zahaq",2
"11516",2020-12-05,"18","Podujevë","Dumosh",1
"11517",2020-12-05,"18","Podujevë","Podujevë",2
"11518",2020-12-05,"19","Prishtinë","Bardhosh",5
"11519",2020-12-05,"19","Prishtinë","Barilevë",2
"11520",2020-12-05,"19","Prishtinë","Bërnicë e epërme",2
"11521",2020-12-05,"19","Prishtinë","Drenoc - PR",2
"11522",2020-12-05,"19","Prishtinë","Hajvali",8
"11523",2020-12-05,"19","Prishtinë","Matiqan",1
"11524",2020-12-05,"19","Prishtinë","Mramor",1
"11525",2020-12-05,"19","Prishtinë","Orlloviq",2
"11526",2020-12-05,"19","Prishtinë","Prishtinë",203
"11527",2020-12-05,"19","Prishtinë","Prugoc",1
"11528",2020-12-05,"20","Prizren","Atmagjë",1
"11529",2020-12-05,"20","Prizren","Caparc",1
"11530",2020-12-05,"20","Prizren","Piranë",1
"11531",2020-12-05,"20","Prizren","Prizren",15
"11532",2020-12-05,"16","Rahovec","Radostë",1
"11533",2020-12-05,"16","Rahovec","Rahovec",4
"11534",2020-12-05,"22","Shtime","Pjetershticë",1
"11535",2020-12-05,"22","Shtime","Shtime",2
"11536",2020-12-05,"21","Skënderaj","Skënderaj",4
"11537",2020-12-05,"24","Suharekë","Mushtisht",2
"11538",2020-12-05,"24","Suharekë","Suharekë",3
"11539",2020-12-05,"26","Viti","Kabash",1
"11540",2020-12-05,"26","Viti","Novosellë - VT",1
"11541",2020-12-05,"26","Viti","Pozhoran",2
"11542",2020-12-05,"26","Viti","Viti",1
"11543",2020-12-05,"27","Vushtrri","Maxhunaj",1
"11544",2020-12-05,"27","Vushtrri","Pasomë",1
"11545",2020-12-05,"27","Vushtrri","Stroc",1
"11546",2020-12-05,"27","Vushtrri","Vushtrri",7
"11547",2020-12-06,"1","Deçan","Beleg",1
"11548",2020-12-06,"1","Deçan","Deçan",1
"11549",2020-12-06,"1","Deçan","Irzniq i",1
"11550",2020-12-06,"5","Dragash","Dragash",1
"11551",2020-12-06,"3","Drenas","Baicë",1
"11552",2020-12-06,"3","Drenas","Çikatovë e re",1
"11553",2020-12-06,"3","Drenas","Çikatovë e vjetër",1
"11554",2020-12-06,"3","Drenas","Dobrashec",2
"11555",2020-12-06,"3","Drenas","Drenas",5
"11556",2020-12-06,"3","Drenas","Komoran",1
"11557",2020-12-06,"3","Drenas","Korroticë e Epërme",3
"11558",2020-12-06,"3","Drenas","Shtuticë",1
"11559",2020-12-06,"25","Ferizaj","Doganaj",2
"11560",2020-12-06,"25","Ferizaj","Ferizaj",21
"11561",2020-12-06,"25","Ferizaj","Greme",2
"11562",2020-12-06,"25","Ferizaj","Komogllavë",1
"11563",2020-12-06,"25","Ferizaj","Koshare",1
"11564",2020-12-06,"25","Ferizaj","Manastircë",1
"11565",2020-12-06,"25","Ferizaj","Mirash",1
"11566",2020-12-06,"25","Ferizaj","Muhoc",1
"11567",2020-12-06,"25","Ferizaj","Nerodime e Poshtme",1
"11568",2020-12-06,"25","Ferizaj","Zllatar - FZ",2
"11569",2020-12-06,"9","Fushë Kosovë","Bardh i Madh",1
"11570",2020-12-06,"9","Fushë Kosovë","Fushë Kosovë",21
"11571",2020-12-06,"9","Fushë Kosovë","Graboc i Poshtëm",1
"11572",2020-12-06,"9","Fushë Kosovë","Henci",2
"11573",2020-12-06,"2","Gjakovë","Babaj bokës",3
"11574",2020-12-06,"2","Gjakovë","Devë",1
"11575",2020-12-06,"2","Gjakovë","Doblibare",1
"11576",2020-12-06,"2","Gjakovë","Gjakovë",16
"11577",2020-12-06,"2","Gjakovë","Hereç",1
"11578",2020-12-06,"2","Gjakovë","Korenicë",2
"11579",2020-12-06,"2","Gjakovë","Nerodime e Epërme",1
"11580",2020-12-06,"2","Gjakovë","Nerodime e Poshtme",1
"11581",2020-12-06,"2","Gjakovë","Ponoshec",1
"11582",2020-12-06,"2","Gjakovë","Racaj",3
"11583",2020-12-06,"4","Gjilan","Gjilan",3
"11584",2020-12-06,"34","Graçanicë","Graçanicë",3
"11585",2020-12-06,"6","Istog","Istog",5
"11586",2020-12-06,"6","Istog","Rakosh",2
"11587",2020-12-06,"31","Junik","Junik",1
"11588",2020-12-06,"7","Kaçanik","Dubravë vataj",1
"11589",2020-12-06,"7","Kaçanik","Elezaj",2
"11590",2020-12-06,"7","Kaçanik","Kaçanik",3
"11591",2020-12-06,"10","Kamenicë","Koretin",1
"11592",2020-12-06,"8","Klinë","Klinë",5
"11593",2020-12-06,"8","Klinë","Perqevë",1
"11594",2020-12-06,"8","Klinë","Rudicë",1
"11595",2020-12-06,"13","Lipjan","Babush i muhacherve",1
"11596",2020-12-06,"13","Lipjan","Gadime e Ulët",1
"11597",2020-12-06,"13","Lipjan","Janjevë",1
"11598",2020-12-06,"13","Lipjan","Lipjan",4
"11599",2020-12-06,"13","Lipjan","Shalë - LP",2
"11600",2020-12-06,"13","Lipjan","Sllovi",3
